school_name,longitude,latitude,education_level,country_iso3_code,url,trimmed_url,giga_id_school
Hanson Place Seventh-Day Adventist Elementary School,-73.9769973754883,40.6867599487305,Primary,USA,https://hpsdaschool.org/,hpsdaschool.org,83abd190-69d6-366d-aa10-3009628a5678
Edmund W. Miles Middle School,-73.4178085327148,40.689640045166,Secondary,USA,https://amityvilleschools.org/schools/edmund_w_miles_middle_school,amityvilleschools.org,af1452fd-32a7-3c58-8e17-7ab633374513
Lindenhurst High School,-73.3646469116211,40.696403503418,Secondary,USA,https://www.lindenhurstschools.org/,lindenhurstschools.org,76625cf0-491f-3905-812c-1818cd5010db
John G. Dinkelmeyer Elementary School,-73.5476379394531,40.6972236633301,Primary,USA,https://www.northbellmoreschools.org/schools/john_g_dinkelmeyer_elementary,northbellmoreschools.org,2f6e0174-f43b-3a67-ace4-0572ffe0f392
Farmingdale High School,-73.4461212158203,40.7073211669922,Secondary,USA,https://www.farmingdaleschools.org/schools/farmingdale_high_school,farmingdaleschools.org,01385e9e-3a53-3b39-aebb-c9c2e4819e91
Walnut Street Elementary School,-73.5806732177734,40.7075309753418,Primary,USA,https://wss.uniondaleschools.org/,wss.uniondaleschools.org,042bf2df-4c98-3e62-9408-c2610e34ab53
Sewanhaka High School,-73.6902313232422,40.7162780761719,Secondary,USA,https://www.sewanhakaschools.org/,sewanhakaschools.org,80b43432-bee1-308b-b38a-9a8a815012e3
Stuyvesant High School,-74.0138244628906,40.7180137634277,Secondary,USA,https://stuy.enschool.org/,stuy.enschool.org,02946a2a-6305-3c75-becb-d107645cd10c
Santapogue Elementary School,-73.3719940185547,40.7211151123047,Primary,USA,https://santapogue.wbschools.org/,santapogue.wbschools.org,e32a47da-5a1d-3e04-a0c1-1a25f3f2bb44
Marion G. Vedder Elementary School,-73.3238372802734,40.7221450805664,Primary,USA,https://mv.northbabylonschools.net/,mv.northbabylonschools.net,f58effe8-a7ca-3839-8bbb-5ff79006b2a6
Glenwood Elementary School,-74.3322448730469,40.7253952026367,Primary,USA,https://gwe.millburn.org/,gwe.millburn.org,b05e4862-7d06-3582-a49f-5809fdb5a22d
Elisabeth Irwin High School,-74.0047836303711,40.7269248962402,Secondary,USA,https://www.lrei.org/,lrei.org,71abe759-31f9-33a1-88ba-e8f99acb0187
Belmont Elementary School,-73.3561706542969,40.7272758483887,Primary,USA,https://be.northbabylonschools.net/,be.northbabylonschools.net,d92050e9-2996-32ef-9a6e-bc03ac9b667c
Forest Hills High School,-73.8440017700195,40.7300033569336,Secondary,USA,https://www.foresthillshs.org/,foresthillshs.org,1fedef1d-8b5e-3501-a882-e68b9c89e41e
Bay Shore High School,-73.253662109375,40.731315612793,Secondary,USA,https://www.bayshore.k12.ny.us/SeniorHigh.cfm,bayshore.k12.ny.us,be8cf742-b533-37fb-8282-2474a88d9ca5
Martin Van Buren High School,-73.7397308349609,40.7338981628418,Secondary,USA,https://www.mvbhigh.org/,mvbhigh.org,33d7ac14-437e-3c29-910a-60ac5297e2e4
Idle Hour Elementary School,-73.1526336669922,40.7351837158203,Primary,USA,https://www.ccsdli.org/our_schools/idle_hour_elementary_school,ccsdli.org,82d49ef3-1476-3356-b5cd-9784c14eba24
New Hyde Park Road Elementary School,-73.6796722412109,40.7359466552734,Primary,USA,https://www.nhp-gcp.org/,nhp-gcp.org,45e282cd-6180-3966-8397-a03a5030be70
Cherry Avenue Elementary School,-73.0929183959961,40.7392997741699,Primary,USA,https://caes.sayvilleschools.org/,caes.sayvilleschools.org,81561d94-fa62-34cf-af01-89fee8a0ee96
Academy Street Elementary School,-73.0592575073242,40.7396507263184,Primary,USA,https://www.bbpschools.org/o/ase,bbpschools.org,67c2218b-b937-32ba-9cf1-8e75d648aa96
Queens Technical High School,-73.927978515625,40.7416076660156,Secondary,USA,https://www.queenstechhs.org/,queenstechhs.org,4b6dc684-cccc-334b-bb98-6a9389ddeb63
Landmark High School,-74.0025405883789,40.7434043884277,Secondary,USA,https://www.landmarkhs.org/,landmarkhs.org,e528dcf6-fb94-3157-9df4-8e7d1337a497
East Islip High School,-73.1831359863281,40.7512512207031,Secondary,USA,https://www.eischools.org/,eischools.org,cf086cbe-e785-398b-a6c3-000a2ae6543b
Hicksville High School,-73.5271148681641,40.7581748962402,Secondary,USA,https://hs.hicksvillepublicschools.org/,hs.hicksvillepublicschools.org,ce91c718-fd95-3f5a-90a2-fab99ac7d432
Laurel Park Elementary School,-73.2301483154297,40.7605514526367,Primary,USA,https://laurelpark.bufsd.org/,laurelpark.bufsd.org,0cdcf116-9b3d-354e-861e-9950b107959c
South Ocean Middle School,-73.0112457275391,40.7610206604004,Secondary,USA,https://www.pmschools.org/our-schools/south-ocean-middle-school,pmschools.org,02a45807-b0d2-3c81-8af9-bd3fb7850d67
Brentwood High School,-73.2552719116211,40.7739334106445,Secondary,USA,https://bhs.bufsd.org/,bhs.bufsd.org,9b1afcac-8d73-38a0-8077-2eb8f269f616
Cantiague Elementary School,-73.5526657104492,40.7786254882813,Primary,USA,https://cantiague.jerichoschools.org/,cantiague.jerichoschools.org,c5aca10a-2b14-3667-af12-9289b90ebf91
Howard B. Mattlin Middle School,-73.4636535644531,40.7792053222656,Secondary,USA,https://www.pobschools.org/Domain/90,pobschools.org,53e68856-dd22-3130-806f-d0bacdd11c44
Hunter College Campus Schools,-73.9541397094727,40.7859230041504,Secondary,USA,https://www.hunterschools.org/elementary-school/elementary-school-welcome,hunterschools.org,a78da10e-d4df-3a28-9002-dadb0681801e
Richard S. Sherman - Great Neck North Middle School,-73.7439117431641,40.8030853271484,Secondary,USA,https://nms.greatneck.k12.ny.us/,nms.greatneck.k12.ny.us,8c6c8e80-81a7-35f6-bd99-1debbcc66540
"Columbia Secondary School For Math, Science And Engineering",-73.9562377929688,40.8107757568359,Secondary,USA,https://www.columbiasecondary.org/,columbiasecondary.org,8b8c4573-7a57-35cb-865d-3f4b9ceb7fab
Vanderbilt Elementary School,-73.3412857055664,40.8154563903809,Primary,USA,https://www.hhh.k12.ny.us/,hhh.k12.ny.us,11033f57-85f8-3bdb-ba9a-246708979106
Bronx Community High School,-73.9072189331055,40.8233337402344,Secondary,USA,https://www.bronxcommunityhighschool.com/,bronxcommunityhighschool.com,24db2847-fb6d-3e4c-891d-827cc77f348c
Middle School X101 Edward R Byrne,-73.8294906616211,40.8269920349121,Secondary,USA,https://www.ms101bronx.org/,ms101bronx.org,6cc41144-33ac-378f-ae73-d9435444c8e2
Henry P Becton Regional High School,-74.0931625366211,40.8321838378906,Secondary,USA,https://www.bectonhs.org/,bectonhs.org,5ead43c1-6e87-324a-a640-ff6b458fd5f7
Dogwood Elementary School,-73.1774215698242,40.8574600219727,Primary,USA,https://www.smithtown.k12.ny.us/Schools/Dogwood-Elementary-School,smithtown.k12.ny.us,01c7a3fb-8870-3505-b495-e450ef1da8d7
Accompsett Elementary School,-73.2368927001953,40.8624114990234,Primary,USA,https://www.smithtown.k12.ny.us/Schools/Accompsett-Elementary-School,smithtown.k12.ny.us,74c993bd-0845-34b1-8553-f09817515332
Accompsett Middle School,-73.23974609375,40.8644599914551,Secondary,USA,https://www.smithtown.k12.ny.us/Schools/Accompsett-Middle-School,smithtown.k12.ny.us,54286b26-e87e-395a-98d8-024d1d719bff
Mills Pond Elementary School,-73.1402206420898,40.8759155273438,Primary,USA,https://www.smithtown.k12.ny.us/Schools/Mills-Pond-Elementary-School,smithtown.k12.ny.us,dad67176-63d2-30ef-8c8a-f17b01506745
Pulaski Road Elementary School,-73.3372802734375,40.8761940002441,Primary,USA,https://prs.northport.k12.ny.us/,prs.northport.k12.ny.us,4c14937c-843f-35ee-8095-04cccdbea461
Ann MacArthur Primary School,-73.5864334106445,40.8822364807129,Primary,USA,https://www.locustvalleyschools.org/o/amps,locustvalleyschools.org,ae61e247-92be-38ca-8dad-4bc877f35dc6
William T. Rogers Middle School,-73.2506637573242,40.8901557922363,Secondary,USA,https://www.kpcsd.org/,kpcsd.org,60efc914-a015-39bd-91f7-6e458560c434
Comsewogue High School,-73.0355453491211,40.907341003418,Secondary,USA,https://comsewoguehs.comsewogue.k12.ny.us/,comsewoguehs.comsewogue.k12.ny.us,c5100a59-1cdc-327c-a5ab-0ddecf3063be
Martin Luther King Junior High Technical and Computer Magnet School,-73.8934707641602,40.9317665100098,Primary,USA,https://www.yonkerspublicschools.org/o/mlk,yonkerspublicschools.org,acf1af6f-543b-34d9-8568-868a07efc344
Rocky Point Middle/High School,-72.9425201416016,40.9400787353516,Secondary,USA,https://www.rockypointufsd.org/ourschools,rockypointufsd.org,8b600a5d-c15c-3052-9f1c-352dc8b0bfc7
Highview School,-73.7906875610352,41.022876739502,Secondary,USA,https://www.greenburghcsd.org/domain/154/?dst=static,greenburghcsd.org,4a00dbb7-9f7b-3355-90ef-a5f462bcd419
Eric S Simith Middle School,-74.1512985229492,41.0666618347168,Secondary,USA,https://www.ramsey.k12.nj.us/o/smith,ramsey.k12.nj.us,dba49305-c358-3e6a-9b38-f5c53adcd9bf
Byram Hills High School,-73.6902923583984,41.1363792419434,Secondary,USA,https://www.byramhills.org/bhhs,byramhills.org,47b0669f-6bcf-3070-8b71-49982b3edff7
Fox Lane Middle School,-73.675910949707,41.1891326904297,Secondary,USA,https://www.bcsdny.org/,bcsdny.org,31232ecf-8ca8-31d5-bd9c-841d4f5b0b87
Mount Kisco Elementary School,-73.7287292480469,41.2025527954102,Primary,USA,https://www.bcsdny.org/Domain/249,bcsdny.org,2b0f52a9-be49-3945-88b5-86a70d9d2f06
Bedford Village Elementary School,-73.6404647827148,41.2056083679199,Primary,USA,https://www.bcsdny.org/domain/228,bcsdny.org,57ee54e7-7acc-3b11-9dd0-688356f3c645
Greenwood Lake Middle School,-74.2574996948242,41.2677764892578,Secondary,USA,https://ms.gwlufsd.org/,ms.gwlufsd.org,e6ae9160-644a-3650-b510-816088f99544
Peekskill Middle School,-73.9209747314453,41.2889823913574,Secondary,USA,https://www.peekskillcsd.org/Domain/11,peekskillcsd.org,8252f4eb-1095-39c9-9fe6-d96f8af19a5f
Sapphire Elementary School,-74.1680526733398,41.2955551147461,Primary,USA,https://www.mw.k12.ny.us/o/sapphire,mw.k12.ny.us,48586215-617c-3b36-b11c-aea73110f8be
Mohansic Elementary School,-73.8038330078125,41.2974967956543,Primary,USA,https://mohansic.yorktown.org/,mohansic.yorktown.org,a6ece5f9-2345-316e-89f9-5e638f35204d
North Main Street Elementary School,-74.1864700317383,41.333366394043,Primary,USA,https://www.mw.k12.ny.us/o/nm,mw.k12.ny.us,e32f6667-e174-3f76-b505-79c99d51a10d
Putnam Valley Middle School,-73.8586120605469,41.3358345031738,Secondary,USA,https://pvcsd.org/index.php/ms/,pvcsd.org,fb846374-acc6-3365-bf80-9cf01de0f009
James I O'Neill High School,-73.9756927490234,41.3503189086914,Secondary,USA,https://www.hffmcsd.org/,hffmcsd.org,28b27338-0be6-3a51-9c17-2c5435e8d647
Mahopac High School,-73.7571792602539,41.3651580810547,Secondary,USA,https://www.mahopac.k12.ny.us/,mahopac.k12.ny.us,13ff2147-05ad-381d-98a7-1012545f2517
Round Hill Elementary School,-74.1791458129883,41.3955879211426,Primary,USA,https://rh.wcsdk12.org/,rh.wcsdk12.org,dd6b3d1e-2936-3766-b105-c809415e6fa8
Cornwall Central Middle School,-74.0318603515625,41.4433288574219,Secondary,USA,https://www.cornwallschools.com/domain/11,cornwallschools.com,1cf89090-4861-33ba-b14e-1c3570bf1398
Kent Elementary School,-73.6818008422852,41.4920997619629,Primary,USA,https://kes.carmelschools.org/,kes.carmelschools.org,ac91997f-763c-3932-bf57-d43996d671c1
Fishkill Elementary School,-73.9013900756836,41.5374984741211,Primary,USA,https://fes.wappingersschools.org/,fes.wappingersschools.org,d14987e5-102e-34cc-a1aa-f26cd41aed75
John G Borden Middle School,-74.1757583618164,41.6035995483398,Secondary,USA,https://www.wallkillcsd.k12.ny.us/schools/john-g-borden-middle-school,wallkillcsd.k12.ny.us,b4717465-b4a8-36ff-84ea-a10a0588cd77
Fallsburg Junior Senior High School,-74.6143264770508,41.7323150634766,Primary,USA,https://www.fallsburgcsd.net/,fallsburgcsd.net,28f147f6-7fb9-36ac-8012-8db97d251104
Haviland Middle School,-73.9066696166992,41.7727775573731,Secondary,USA,https://www.hpcsd.org/Haviland,hpcsd.org,cfe7a9cf-2fec-39ec-b115-5c61705cf7e6
Webutuck Middle School-High School,-73.5358352661133,41.8861122131348,Secondary,USA,https://www.webutuckschools.org/,webutuckschools.org,c198aeb5-6933-3089-89ed-83aa0274b417
Rhinebeck High School,-73.9004135131836,41.9253692626953,Secondary,USA,https://www.rhinebeckcsd.org/,rhinebeckcsd.org,176cbcbd-c500-3b1a-b1fb-c586a5871d2c
Otto-Eldred Junior/Senior High School,-78.4746475219727,41.9378166198731,Primary,USA,https://www.ottoeldred.org/,ottoeldred.org,f3078a78-eb53-3bff-8e96-5639f4bf0e46
Woodstock Elementary School,-74.1114273071289,42.0351371765137,Primary,USA,https://woodstock.onteora.k12.ny.us/,woodstock.onteora.k12.ny.us,706e6925-977e-3fd1-9e50-dfac82157188
Jasper-Troupsburg Elementary School,-77.5454483032227,42.0457992553711,Primary,USA,https://www.jtcsd.org/elementary-school/homepage,jtcsd.org,b739875b-d803-3721-9664-75a19b106843
Tioga Senior High School,-76.3511123657227,42.0577774047852,Secondary,USA,https://www.tiogacentral.org/,tiogacentral.org,f6871c35-a203-3456-a363-7aa8962876f5
Bolivar Richburg Junior Senior High School,-78.1601257324219,42.0661735534668,Primary,USA,https://www.bolivarrichburg.org/,bolivarrichburg.org,81ccf2cb-4326-3c4d-99fa-643a57844cea
Olean Senior High School,-78.4347229003906,42.0825004577637,Secondary,USA,https://www.oleanschools.org/ohs,oleanschools.org,db25f18a-6ed2-33e4-b378-10b6f8376a74
Windsor Elementary School,-75.6415710449219,42.0828590393066,Primary,USA,https://www.windsor-csd.org/,windsor-csd.org,4368da8c-4f0f-3414-81e2-e93f53317b0b
Southwestern High School,-79.2911148071289,42.0921363830566,Secondary,USA,https://www.swcsk12.org/,swcsk12.org,04867c67-8d5b-3af5-8254-49acaf3bdb15
Union-Endicott High School,-76.0483322143555,42.0976333618164,Secondary,USA,https://www.uek12.org/o/uehs,uek12.org,23660088-f0d1-3d51-91b0-558ea7c344ff
Seton Catholic Central High School,-75.928581237793,42.0984840393066,Secondary,USA,https://csbcsaints.org/seton-catholic-central/,csbcsaints.org,25a0bf86-5181-3de7-8408-a2b94149c219
Owego Elementary School,-76.2738037109375,42.1139450073242,Primary,USA,https://www.oacsd.org/o/oe,oacsd.org,3935ba36-bc11-3558-976d-f03bfd62908b
Cohen Middle School,-76.8318481445313,42.1202201843262,Secondary,USA,https://www.heightsschools.com/o/cohenelem,heightsschools.com,c4a9db86-f7df-31f4-978a-695af0528839
Wellsville Elementary School,-77.9275054931641,42.12060546875,Primary,USA,https://www.wellsvilleschools.org/,wellsvilleschools.org,84f55473-bfa4-37fd-91f0-13ec15b2f4b8
Walton Central School Middle and High,-75.1256408691406,42.1600341796875,Secondary,USA,https://www.waltoncsd.org/,waltoncsd.org,9a37285b-0ec2-39dd-aa5d-97fdad425871
Prospect Elementary School,-78.6928100585938,42.1625633239746,Primary,USA,https://www.salamancany.org/o/elementary-school,salamancany.org,d379608f-bcd2-3ad6-bc1c-4c742e52d419
Hunter-Tannsersville Middle School High School,-74.13720703125,42.1972579956055,Secondary,USA,https://www.htcsd.org/,htcsd.org,0351c8f3-19a4-3c2b-8076-57d415b5f81b
Spencer-Van Etten High School,-76.5222244262695,42.2038879394531,Secondary,USA,http://www.svecsd.org/,svecsd.org,b3f643c5-e1aa-30b6-872f-b4cd0aac0529
Sidney Elementary School,-75.3848495483398,42.3048706054688,Primary,USA,http://www.sidneycsd.org/,sidneycsd.org,13e499c4-9af3-3fa4-9eba-63784a828b42
Cattaraugus Central High School,-78.8594818115234,42.3339500427246,Secondary,USA,https://www.cattlv.wnyric.org/,cattlv.wnyric.org,8cc2c6d3-ddd3-3550-acd4-4340d5c34ffd
Keshequa Central High School,-77.9410400390625,42.5780258178711,Secondary,USA,https://www.keshequa.org/,keshequa.org,2f61edd4-5658-350e-a2de-f941c7496a5c
Nunda Middle and High School,-77.9410400390625,42.5780258178711,Secondary,USA,https://www.keshequa.org/,keshequa.org,2f61edd4-5658-350e-a2de-f941c7496a5c
Groton Elementary,-76.3580322265625,42.5839653015137,Primary,USA,https://www.grotoncs.org/o/elementary,grotoncs.org,7115d19e-8f4c-37ba-b006-410d60fd2e0a
Bethlehem Central Middle School,-73.8253936767578,42.6192893981934,Secondary,USA,https://www.bethlehemschools.org/bcms-2021-q1-honor-and-merit-rolls/,bethlehemschools.org,9b5a0b07-c598-3e68-8719-b3288c4fed16
Homer High School,-76.1894378662109,42.6304054260254,Secondary,USA,http://www.homercentral.org/,homercentral.org,73656428-bb67-3351-9b81-efc7e289a4d3
Clayton A. Boughton High School,-73.9638900756836,42.6411094665527,Secondary,USA,https://www.voorheesville.org/clayton-a-bouton-high-school/,voorheesville.org,f52f3f31-192a-34ac-9d1d-c65f7947655b
Green Tech High Charter School,-73.7701644897461,42.6427917480469,Secondary,USA,https://www.greentechhigh.org/,greentechhigh.org,432fd611-1678-3a3f-a932-62841e7a0e40
Voorheesville Elementary School,-73.9374237060547,42.6488189697266,Primary,USA,https://www.voorheesville.org/voorheesville-elementary/,voorheesville.org,aff7b466-f1fc-3bd1-8d6a-9f935f2d2aec
New Scotland Elementary,-73.7926406860352,42.6544151306152,Primary,USA,https://www.albanyschools.org/schools/newscotland/index,albanyschools.org,17a00ed6-a0d7-3823-a048-cdc1f5ff1531
Bell Top Elementary School,-73.6827392578125,42.6678924560547,Primary,USA,https://www.voorheesville.org/voorheesville-elementary/,voorheesville.org,cc3cfeda-b417-3448-8acb-07a58b1cda56
Robert Frost Elementary School,-71.1686096191406,42.685173034668,Primary,USA,https://egcsd.org/bell-top-elementary/,egcsd.org,ad5fe828-643d-3b44-97b2-178161873b31
Farnsworth Middle School,-73.8962249755859,42.6899795532227,Secondary,USA,https://www.guilderlandschools.org/farnsworth-middle-school/,guilderlandschools.org,c3cc7c34-8488-3614-ae69-81a0c7fbc004
Poestenkill Elementary School,-73.5697708129883,42.6900978088379,Primary,USA,https://www.averillpark.k12.ny.us/our-schools/poestenkill-elementary-school/,averillpark.k12.ny.us,400a3a2f-2608-346d-99a0-c75904f8e688
Cooperstown Elementary School,-74.9319534301758,42.6908798217773,Primary,USA,http://www.cooperstowncs.org/,cooperstowncs.org,f0b160d2-d29c-394d-ac79-0b64f0b66a42
Tech Valley High School,-73.8359985351563,42.6918830871582,Secondary,USA,https://www.techvalleyhigh.org/,techvalleyhigh.org,0cfd9561-23c1-33b4-872a-a8dbbb8be54d
Blue Creek Elementary School,-73.7499389648438,42.7399826049805,Primary,USA,https://www.northcolonie.org/o/bces,northcolonie.org,c425cc36-9b7c-3b72-ba57-84e4d9e3ee97
KIPP Troy Prep Elementary School,-73.6822280883789,42.7483520507813,Primary,USA,https://www.kippcapital.org/schools/kipp-troy-prep-elementary-school/,kippcapital.org,54514f56-f8cf-375e-9ecf-63fcc224ed7b
Lisha Kill Middle School,-73.8577117919922,42.7487182617188,Secondary,USA,https://lk.southcolonieschools.org/,lk.southcolonieschools.org,f3332f95-93da-3b53-bc4a-3055bf4e2475
Turnpike Elementary School,-73.6667404174805,42.7903633117676,Primary,USA,https://tes.lansingburgh.org/,tes.lansingburgh.org,7a33dca4-2bde-363c-a75e-dc5400be2fb5
William C Keane Elementary School,-73.9246063232422,42.796314239502,Primary,USA,https://www.schenectadyschools.org/o/wck,schenectadyschools.org,1d2d48ce-6a80-3f87-9795-5eed877b1dc8
Hamilton Elementary School,-73.9495086669922,42.7965812683106,Primary,USA,https://www.schenectadyschools.org/o/hes,schenectadyschools.org,3d12c846-cb39-3311-a51e-ce07036b7055
Martin Luther King Magnet Elementary School,-73.9348983764648,42.801872253418,Primary,USA,https://www.schenectadyschools.org/o/king,schenectadyschools.org,31b72731-7a6d-3ee4-8b3c-193f94bb1b2c
Fabius-Pompey Middle School-High School,-75.9861373901367,42.8282890319824,Secondary,USA,https://www.fabiuspompey.org/,fabiuspompey.org,a5cd0293-3e4f-3557-8e37-d7e1877db496
West Senior High School,-78.7725143432617,42.8331031799316,Secondary,USA,https://www.wscschools.org/WestSenior,wscschools.org,64f9f73c-2432-3f9e-a971-a2cc76d9c677
Lorraine Elementary School,-78.8145523071289,42.8466873168945,Primary,USA,https://www.buffaloschools.org/o/ps72,buffaloschools.org,57b75e60-12b1-3586-a792-6dd104c482b2
Lancaster Middle School,-78.673713684082,42.8954277038574,Secondary,USA,https://lms.lancasterschools.org/,lms.lancasterschools.org,27cf646c-84b4-3f35-a2de-661ce8627027
Avon Middle School,-77.739128112793,42.9059257507324,Secondary,USA,https://www.avoncsd.org/,avoncsd.org,4d919438-030c-30b9-b07c-6335c8afbfdc
Waterloo High & Middle School Campus,-76.8699569702148,42.913745880127,Secondary,USA,https://www.waterloocsd.org/,waterloocsd.org,05d3acf6-049d-34db-a7c1-f253fa7f4712
Seneca Falls Middle School,-76.7988662719727,42.9206314086914,Secondary,USA,https://sfmiddleschool.senecafallscsd.org/,sfmiddleschool.senecafallscsd.org,3ca4a78c-85e5-347d-a6ac-4cba10b7c7e7
Skaneateles High School,-76.4209518432617,42.9514236450195,Secondary,USA,https://www.skanschools.org/middleschool,skanschools.org,4b16babe-034e-387b-ba64-c560d6362ecc
Red Jacket High School,-77.2319869995117,42.9597434997559,Secondary,USA,https://rjms.redjacket.org/,rjms.redjacket.org,dba064fe-d23c-35ef-84cb-9871ee07b1cd
Amsterdam High School,-74.1760787963867,42.9658660888672,Secondary,USA,https://www.gasd.org/o/ahs,gasd.org,de2233a5-a473-33b3-a3f9-e991759dc274
Kenmore West Sr. High School,-78.8642654418945,42.9736976623535,Secondary,USA,https://kenwest.ktufsd.org/,kenwest.ktufsd.org,fd7c9096-83cb-300d-b541-45f4c3a0e513
Pembroke Jr. Sr. High School,-78.4038696289063,42.9912376403809,Secondary,USA,https://www.pembrokecsd.org/,pembrokecsd.org,f28e2dd6-f995-3ab5-8542-66f82b259fd3
Eagle Hill Middle School,-75.9568634033203,42.9964561462402,Secondary,USA,https://www.fmschools.org/,fmschools.org,7ef8317e-b250-3a06-b6fa-173afbf48145
Enders Road Elementary School,-75.9568634033203,42.9989547729492,Primary,USA,https://www.fmschools.org/enders-road-elementary-school/,fmschools.org,92f58195-4728-35df-96f8-8fee89d0a1fa
OESJ High School,-74.6762619018555,43.0010948181152,Secondary,USA,https://www.oesj.org/,oesj.org,ce7d8dd7-5cda-3c7a-a874-fc2a63b70020
Immaculate Conception Elementary School,-75.9922637939453,43.0240058898926,Primary,USA,https://www.icschool.org/,icschool.org,cb974921-42e3-3396-b35b-0bb8be893a94
Westhill Central High School,-76.2021484375,43.0300674438477,Secondary,USA,https://www.westhillschools.org/highschool,westhillschools.org,7ead2b29-bff2-36ef-b2ab-64b8fa098b03
Jordan-Elbridge Senior High School,-76.4728240966797,43.0456695556641,Secondary,USA,https://www.jecsd.org/,jecsd.org,1f933352-2064-3c75-9769-1eeed1f41564
OESJ Elementary/Middle School,-74.6631240844727,43.0611152648926,Primary,USA,https://www.oesj.org/,oesj.org,9283418f-e384-3d70-84b2-bc84782d156e
Macedon Elementary School,-77.3056335449219,43.0697593688965,Primary,USA,https://intermediate.palmaccsd.org/,intermediate.palmaccsd.org,7bfe3a02-de58-3053-8807-a0d2254c9d12
Pine Grove Middle and Woodland Elementary,-76.0225524902344,43.0774192810059,Primary,USA,https://pinegrove.esmschools.org/,pinegrove.esmschools.org,cc439b40-161a-3ea6-a2e6-ab9cb7f2a001
Jefferson Road Elementary School,-77.5123672485352,43.0810241699219,Primary,USA,https://jre.pittsfordschools.org/,jre.pittsfordschools.org,783753eb-0754-3504-b8f2-9cee16852418
