ip_address,school_name,geo_school,district_code,district_type,hostname,phase2_match,asn,whois_org,is_hosting,strong_dns_match,ny_k12_domain,whois_match,fcc_match,score,confidence,distance_km
206.201.214.175,Sachem Central School District,Sachem Central School District,,public,206-201-214-175.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.183,Sachem Central School District,Sachem Central School District,,public,206-201-214-183.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.186,Sachem Central School District,Sachem Central School District,,public,206-201-214-186.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.184,Sachem Central School District,Sachem Central School District,,public,206-201-214-184.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.189,Sachem Central School District,Sachem Central School District,,public,206-201-214-189.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.187,Sachem Central School District,Sachem Central School District,,public,206-201-214-187.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.192,Sachem Central School District,Sachem Central School District,,public,206-201-214-192.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.188,Sachem Central School District,Sachem Central School District,,public,206-201-214-188.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.194,Sachem Central School District,Sachem Central School District,,public,206-201-214-194.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.185,Sachem Central School District,Sachem Central School District,,public,206-201-214-185.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.190,Sachem Central School District,Sachem Central School District,,public,206-201-214-190.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.196,Sachem Central School District,Sachem Central School District,,public,206-201-214-196.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.195,Sachem Central School District,Sachem Central School District,,public,206-201-214-195.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.191,Sachem Central School District,Sachem Central School District,,public,206-201-214-191.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.193,Sachem Central School District,Sachem Central School District,,public,206-201-214-193.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.199,Sachem Central School District,Sachem Central School District,,public,206-201-214-199.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.197,Sachem Central School District,Sachem Central School District,,public,206-201-214-197.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.198,Sachem Central School District,Sachem Central School District,,public,206-201-214-198.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.202,Sachem Central School District,Sachem Central School District,,public,206-201-214-202.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.203,Sachem Central School District,Sachem Central School District,,public,206-201-214-203.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.201,Sachem Central School District,Sachem Central School District,,public,206-201-214-201.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.200,Sachem Central School District,Sachem Central School District,,public,206-201-214-200.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.204,Sachem Central School District,Sachem Central School District,,public,206-201-214-204.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.208,Sachem Central School District,Sachem Central School District,,public,206-201-214-208.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.207,Sachem Central School District,Sachem Central School District,,public,206-201-214-207.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.212,Sachem Central School District,Sachem Central School District,,public,206-201-214-212.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.210,Sachem Central School District,Sachem Central School District,,public,206-201-214-210.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.206,Sachem Central School District,Sachem Central School District,,public,206-201-214-206.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.213,Sachem Central School District,Sachem Central School District,,public,206-201-214-213.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.205,Sachem Central School District,Sachem Central School District,,public,206-201-214-205.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.214,Sachem Central School District,Sachem Central School District,,public,206-201-214-214.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.215,Sachem Central School District,Sachem Central School District,,public,206-201-214-215.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.217,Sachem Central School District,Sachem Central School District,,public,206-201-214-217.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.211,Sachem Central School District,Sachem Central School District,,public,206-201-214-211.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.218,Sachem Central School District,Sachem Central School District,,public,206-201-214-218.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.216,Sachem Central School District,Sachem Central School District,,public,206-201-214-216.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.219,Sachem Central School District,Sachem Central School District,,public,206-201-214-219.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.222,Sachem Central School District,Sachem Central School District,,public,206-201-214-222.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.220,Sachem Central School District,Sachem Central School District,,public,206-201-214-220.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.224,Sachem Central School District,Sachem Central School District,,public,206-201-214-224.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.226,Sachem Central School District,Sachem Central School District,,public,206-201-214-226.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.221,Sachem Central School District,Sachem Central School District,,public,206-201-214-221.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.228,Sachem Central School District,Sachem Central School District,,public,206-201-214-228.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.223,Sachem Central School District,Sachem Central School District,,public,206-201-214-223.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.227,Sachem Central School District,Sachem Central School District,,public,206-201-214-227.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.225,Sachem Central School District,Sachem Central School District,,public,206-201-214-225.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.230,Sachem Central School District,Sachem Central School District,,public,206-201-214-230.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.229,Sachem Central School District,Sachem Central School District,,public,206-201-214-229.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.231,Sachem Central School District,Sachem Central School District,,public,206-201-214-231.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.235,Sachem Central School District,Sachem Central School District,,public,206-201-214-235.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.232,Sachem Central School District,Sachem Central School District,,public,206-201-214-232.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.237,Sachem Central School District,Sachem Central School District,,public,206-201-214-237.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.240,Sachem Central School District,Sachem Central School District,,public,206-201-214-240.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.241,Sachem Central School District,Sachem Central School District,,public,206-201-214-241.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.233,Sachem Central School District,Sachem Central School District,,public,206-201-214-233.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.234,Sachem Central School District,Sachem Central School District,,public,206-201-214-234.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.236,Sachem Central School District,Sachem Central School District,,public,206-201-214-236.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.239,Sachem Central School District,Sachem Central School District,,public,206-201-214-239.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.238,Sachem Central School District,Sachem Central School District,,public,206-201-214-238.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.243,Sachem Central School District,Sachem Central School District,,public,206-201-214-243.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.242,Sachem Central School District,Sachem Central School District,,public,206-201-214-242.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.246,Sachem Central School District,Sachem Central School District,,public,206-201-214-246.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.244,Sachem Central School District,Sachem Central School District,,public,206-201-214-244.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.245,Sachem Central School District,Sachem Central School District,,public,206-201-214-245.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.247,Sachem Central School District,Sachem Central School District,,public,206-201-214-247.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.253,Sachem Central School District,Sachem Central School District,,public,206-201-214-253.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.254,Sachem Central School District,Sachem Central School District,,public,206-201-214-254.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.251,Sachem Central School District,Sachem Central School District,,public,206-201-214-251.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.248,Sachem Central School District,Sachem Central School District,,public,206-201-214-248.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.250,Sachem Central School District,Sachem Central School District,,public,206-201-214-250.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.249,Sachem Central School District,Sachem Central School District,,public,206-201-214-249.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.214.252,Sachem Central School District,Sachem Central School District,,public,206-201-214-252.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.7,Sachem Central School District,Sachem Central School District,,public,206-201-215-7.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.2,Sachem Central School District,Sachem Central School District,,public,206-201-215-2.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.4,Sachem Central School District,Sachem Central School District,,public,206-201-215-4.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.1,Sachem Central School District,Sachem Central School District,,public,206-201-215-1.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.3,Sachem Central School District,Sachem Central School District,,public,206-201-215-3.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.5,Sachem Central School District,Sachem Central School District,,public,206-201-215-5.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.6,Sachem Central School District,Sachem Central School District,,public,206-201-215-6.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.8,Sachem Central School District,Sachem Central School District,,public,206-201-215-8.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.9,Sachem Central School District,Sachem Central School District,,public,206-201-215-9.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.15,Sachem Central School District,Sachem Central School District,,public,206-201-215-15.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.14,Sachem Central School District,Sachem Central School District,,public,206-201-215-14.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.16,Sachem Central School District,Sachem Central School District,,public,206-201-215-16.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.19,Sachem Central School District,Sachem Central School District,,public,206-201-215-19.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.12,Sachem Central School District,Sachem Central School District,,public,206-201-215-12.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.11,Sachem Central School District,Sachem Central School District,,public,206-201-215-11.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.20,Sachem Central School District,Sachem Central School District,,public,206-201-215-20.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.18,Sachem Central School District,Sachem Central School District,,public,206-201-215-18.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.17,Sachem Central School District,Sachem Central School District,,public,206-201-215-17.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.10,Sachem Central School District,Sachem Central School District,,public,206-201-215-10.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.26,Sachem Central School District,Sachem Central School District,,public,206-201-215-26.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.25,Sachem Central School District,Sachem Central School District,,public,206-201-215-25.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.22,Sachem Central School District,Sachem Central School District,,public,206-201-215-22.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.23,Sachem Central School District,Sachem Central School District,,public,206-201-215-23.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.27,Sachem Central School District,Sachem Central School District,,public,206-201-215-27.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.24,Sachem Central School District,Sachem Central School District,,public,206-201-215-24.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.31,Sachem Central School District,Sachem Central School District,,public,206-201-215-31.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.29,Sachem Central School District,Sachem Central School District,,public,206-201-215-29.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.32,Sachem Central School District,Sachem Central School District,,public,206-201-215-32.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.13,Sachem Central School District,Sachem Central School District,,public,206-201-215-13.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.21,Sachem Central School District,Sachem Central School District,,public,206-201-215-21.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.30,Sachem Central School District,Sachem Central School District,,public,206-201-215-30.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.34,Sachem Central School District,Sachem Central School District,,public,206-201-215-34.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.28,Sachem Central School District,Sachem Central School District,,public,206-201-215-28.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.37,Sachem Central School District,Sachem Central School District,,public,206-201-215-37.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.38,Sachem Central School District,Sachem Central School District,,public,206-201-215-38.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.39,Sachem Central School District,Sachem Central School District,,public,206-201-215-39.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.36,Sachem Central School District,Sachem Central School District,,public,206-201-215-36.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.33,Sachem Central School District,Sachem Central School District,,public,206-201-215-33.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.41,Sachem Central School District,Sachem Central School District,,public,206-201-215-41.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.43,Sachem Central School District,Sachem Central School District,,public,206-201-215-43.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.35,Sachem Central School District,Sachem Central School District,,public,206-201-215-35.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.45,Sachem Central School District,Sachem Central School District,,public,206-201-215-45.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.40,Sachem Central School District,Sachem Central School District,,public,206-201-215-40.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.46,Sachem Central School District,Sachem Central School District,,public,206-201-215-46.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.42,Sachem Central School District,Sachem Central School District,,public,206-201-215-42.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.44,Sachem Central School District,Sachem Central School District,,public,206-201-215-44.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.51,Sachem Central School District,Sachem Central School District,,public,206-201-215-51.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.52,Sachem Central School District,Sachem Central School District,,public,206-201-215-52.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.47,Sachem Central School District,Sachem Central School District,,public,206-201-215-47.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.49,Sachem Central School District,Sachem Central School District,,public,206-201-215-49.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.56,Sachem Central School District,Sachem Central School District,,public,206-201-215-56.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.54,Sachem Central School District,Sachem Central School District,,public,206-201-215-54.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.57,Sachem Central School District,Sachem Central School District,,public,206-201-215-57.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.53,Sachem Central School District,Sachem Central School District,,public,206-201-215-53.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.48,Sachem Central School District,Sachem Central School District,,public,206-201-215-48.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.50,Sachem Central School District,Sachem Central School District,,public,206-201-215-50.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.59,Sachem Central School District,Sachem Central School District,,public,206-201-215-59.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.61,Sachem Central School District,Sachem Central School District,,public,206-201-215-61.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.55,Sachem Central School District,Sachem Central School District,,public,206-201-215-55.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.63,Sachem Central School District,Sachem Central School District,,public,206-201-215-63.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.58,Sachem Central School District,Sachem Central School District,,public,206-201-215-58.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.66,Sachem Central School District,Sachem Central School District,,public,206-201-215-66.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.62,Sachem Central School District,Sachem Central School District,,public,206-201-215-62.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.60,Sachem Central School District,Sachem Central School District,,public,206-201-215-60.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.65,Sachem Central School District,Sachem Central School District,,public,206-201-215-65.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.68,Sachem Central School District,Sachem Central School District,,public,206-201-215-68.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.64,Sachem Central School District,Sachem Central School District,,public,206-201-215-64.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.67,Sachem Central School District,Sachem Central School District,,public,206-201-215-67.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.71,Sachem Central School District,Sachem Central School District,,public,206-201-215-71.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.75,Sachem Central School District,Sachem Central School District,,public,206-201-215-75.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.77,Sachem Central School District,Sachem Central School District,,public,206-201-215-77.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.70,Sachem Central School District,Sachem Central School District,,public,206-201-215-70.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.73,Sachem Central School District,Sachem Central School District,,public,206-201-215-73.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.74,Sachem Central School District,Sachem Central School District,,public,206-201-215-74.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.76,Sachem Central School District,Sachem Central School District,,public,206-201-215-76.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.72,Sachem Central School District,Sachem Central School District,,public,206-201-215-72.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.69,Sachem Central School District,Sachem Central School District,,public,206-201-215-69.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.78,Sachem Central School District,Sachem Central School District,,public,206-201-215-78.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.81,Sachem Central School District,Sachem Central School District,,public,206-201-215-81.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.79,Sachem Central School District,Sachem Central School District,,public,206-201-215-79.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.80,Sachem Central School District,Sachem Central School District,,public,206-201-215-80.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.84,Sachem Central School District,Sachem Central School District,,public,206-201-215-84.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.83,Sachem Central School District,Sachem Central School District,,public,206-201-215-83.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.87,Sachem Central School District,Sachem Central School District,,public,206-201-215-87.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.86,Sachem Central School District,Sachem Central School District,,public,206-201-215-86.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.91,Sachem Central School District,Sachem Central School District,,public,206-201-215-91.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.89,Sachem Central School District,Sachem Central School District,,public,206-201-215-89.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.90,Sachem Central School District,Sachem Central School District,,public,206-201-215-90.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.85,Sachem Central School District,Sachem Central School District,,public,206-201-215-85.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.88,Sachem Central School District,Sachem Central School District,,public,206-201-215-88.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.92,Sachem Central School District,Sachem Central School District,,public,206-201-215-92.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.93,Sachem Central School District,Sachem Central School District,,public,206-201-215-93.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.94,Sachem Central School District,Sachem Central School District,,public,206-201-215-94.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.82,Sachem Central School District,Sachem Central School District,,public,206-201-215-82.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.97,Sachem Central School District,Sachem Central School District,,public,206-201-215-97.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.98,Sachem Central School District,Sachem Central School District,,public,206-201-215-98.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.101,Sachem Central School District,Sachem Central School District,,public,206-201-215-101.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.96,Sachem Central School District,Sachem Central School District,,public,206-201-215-96.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.102,Sachem Central School District,Sachem Central School District,,public,206-201-215-102.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.100,Sachem Central School District,Sachem Central School District,,public,206-201-215-100.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.99,Sachem Central School District,Sachem Central School District,,public,206-201-215-99.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.103,Sachem Central School District,Sachem Central School District,,public,206-201-215-103.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.104,Sachem Central School District,Sachem Central School District,,public,206-201-215-104.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.107,Sachem Central School District,Sachem Central School District,,public,206-201-215-107.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.106,Sachem Central School District,Sachem Central School District,,public,206-201-215-106.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.109,Sachem Central School District,Sachem Central School District,,public,206-201-215-109.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.95,Sachem Central School District,Sachem Central School District,,public,206-201-215-95.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.114,Sachem Central School District,Sachem Central School District,,public,206-201-215-114.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.110,Sachem Central School District,Sachem Central School District,,public,206-201-215-110.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.115,Sachem Central School District,Sachem Central School District,,public,206-201-215-115.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.113,Sachem Central School District,Sachem Central School District,,public,206-201-215-113.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.108,Sachem Central School District,Sachem Central School District,,public,206-201-215-108.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.105,Sachem Central School District,Sachem Central School District,,public,206-201-215-105.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.119,Sachem Central School District,Sachem Central School District,,public,206-201-215-119.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.111,Sachem Central School District,Sachem Central School District,,public,206-201-215-111.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.116,Sachem Central School District,Sachem Central School District,,public,206-201-215-116.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.120,Sachem Central School District,Sachem Central School District,,public,206-201-215-120.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.121,Sachem Central School District,Sachem Central School District,,public,206-201-215-121.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.117,Sachem Central School District,Sachem Central School District,,public,206-201-215-117.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.123,Sachem Central School District,Sachem Central School District,,public,206-201-215-123.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.112,Sachem Central School District,Sachem Central School District,,public,206-201-215-112.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.118,Sachem Central School District,Sachem Central School District,,public,206-201-215-118.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.128,Sachem Central School District,Sachem Central School District,,public,206-201-215-128.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.125,Sachem Central School District,Sachem Central School District,,public,206-201-215-125.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.124,Sachem Central School District,Sachem Central School District,,public,206-201-215-124.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.129,Sachem Central School District,Sachem Central School District,,public,206-201-215-129.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.130,Sachem Central School District,Sachem Central School District,,public,206-201-215-130.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.126,Sachem Central School District,Sachem Central School District,,public,206-201-215-126.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.131,Sachem Central School District,Sachem Central School District,,public,206-201-215-131.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.122,Sachem Central School District,Sachem Central School District,,public,206-201-215-122.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.132,Sachem Central School District,Sachem Central School District,,public,206-201-215-132.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.127,Sachem Central School District,Sachem Central School District,,public,206-201-215-127.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.137,Sachem Central School District,Sachem Central School District,,public,206-201-215-137.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.134,Sachem Central School District,Sachem Central School District,,public,206-201-215-134.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.135,Sachem Central School District,Sachem Central School District,,public,206-201-215-135.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.139,Sachem Central School District,Sachem Central School District,,public,206-201-215-139.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.136,Sachem Central School District,Sachem Central School District,,public,206-201-215-136.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.140,Sachem Central School District,Sachem Central School District,,public,206-201-215-140.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.133,Sachem Central School District,Sachem Central School District,,public,206-201-215-133.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.141,Sachem Central School District,Sachem Central School District,,public,206-201-215-141.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.146,Sachem Central School District,Sachem Central School District,,public,206-201-215-146.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.138,Sachem Central School District,Sachem Central School District,,public,206-201-215-138.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.142,Sachem Central School District,Sachem Central School District,,public,206-201-215-142.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.148,Sachem Central School District,Sachem Central School District,,public,206-201-215-148.sachem.edu,match,,,no,yes,no,no,no,2,high,
206.201.215.144,Sachem Central School District,Sachem Central School District,,public,206-201-215-144.sachem.edu,match,,,no,yes,no,no,no,2,high,
