school_name,total_ips,high,medium,low,best_score,best_ip,best_hostname
Vincent Smith School,0,0,0,0,0,,
Academy for Social Action: A College Board School (M367),0,0,0,0,0,,
Brilla College Prep Middle School,0,0,0,0,0,,
Brilla Public Charter Schools,0,0,0,0,0,,
"Archimedes Academy For Math, Science And Technology Applications",0,0,0,0,0,,
Vanderbilt Elementary School,0,0,0,0,0,,
Community School District 7,0,0,0,0,0,,
Saint Mark the Evangelist Preschool,0,0,0,0,0,,
The Urban Assembly Institute for New Technologies (M410),0,0,0,0,0,,
Junior High School 52,0,0,0,0,0,,
Junior High School 43,0,0,0,0,0,,
Saint Mark the Evangelist School,0,0,0,0,0,,
Hillside Elementary School,0,0,0,0,0,,
Renaissance Leadership Academy (M286),0,0,0,0,0,,
Rolling Hills Primary School,0,0,0,0,0,,
Middle School 201,0,0,0,0,0,,
Immaculate Conception High School,0,0,0,0,0,,
Saint Anslems School,0,0,0,0,0,,
Saint Johns School,0,0,0,0,0,,
Countrywood Primary Center,0,0,0,0,0,,
Public School 69,0,0,0,0,0,,
Jefferson Elementary School,0,0,0,0,0,,
Saint Athanasius Roman Catholic School,0,0,0,0,0,,
Global Community Charter School,0,0,0,0,0,,
Thurgood Marshall Academy for Learning,0,0,0,0,0,,
Bread and Roses Integrated Arts High School,0,0,0,0,0,,
Junior High School 136,0,0,0,0,0,,
Nutley High School,0,0,0,0,0,,
Number 3 Elementary School,0,0,0,0,0,,
Saint Josephs School,0,0,0,0,0,,
Immaculate Conception Parochial School,0,0,0,0,0,,
Junior High School 139,0,0,0,0,0,,
Lafrancis Hardiman School Annex,0,0,0,0,0,,
Holy Cross School,0,0,0,0,0,,
New Explorers High School,0,0,0,0,0,,
High School for Careers In Sports,0,0,0,0,0,,
Dodge Vocational High School,0,0,0,0,0,,
Alfred Vail Elementary School,0,0,0,0,0,,
Westhampton Beach Middle School,0,0,0,0,0,,
Long Island Lutheran Middle / High School,0,0,0,0,0,,
A Philip Randolph Campus High School,0,0,0,0,0,,
South Salem Elementary School,0,0,0,0,0,,
Our Lady of Mercy,0,0,0,0,0,,
Walker Middle School,0,0,0,0,0,,
Jill Chaifetz Transfer High School,0,0,0,0,0,,
North Shore Hebrew Academy (Cherry Lane Campus),0,0,0,0,0,,
Number 3 Elementary School,0,0,0,0,0,,
Public School X017,0,0,0,0,0,,
Saint Edward Confessor School,0,0,0,0,0,,
Commack Middle School,0,0,0,0,0,,
Public School 157,0,0,0,0,0,,
The Green Vale School,0,0,0,0,0,,
Quogue School,0,0,0,0,0,,
Intermediate School 195,0,0,0,0,0,,
Raynor Country Day School,0,0,0,0,0,,
Saint Charles Borromeo School,0,0,0,0,0,,
Junior High School 60,0,0,0,0,0,,
Long Island University C W Post Campus,0,0,0,0,0,,
Cardinal Hayes High School,0,0,0,0,0,,
Boys Prep Bronx Elementary School,0,0,0,0,0,,
Cherokee Street Elementary School,0,0,0,0,0,,
Westhampton Beach High School,0,0,0,0,0,,
Hiawatha Elementary School,0,0,0,0,0,,
Forest Avenue Elementary School,0,0,0,0,0,,
Montclair Cooperative School,0,0,0,0,0,,
Renaissance at Rand Middle School,0,0,0,0,0,,
Adlai E Stevenson High School,0,0,0,0,0,,
Public School 192,0,0,0,0,0,,
Village Elementary School,0,0,0,0,0,,
Saint John Vianney Roman Catholic School,0,0,0,0,0,,
Radcliffe Elementary School,0,0,0,0,0,,
Public School 194,0,0,0,0,0,,
High School of Community Research and Learning,0,0,0,0,0,,
South Huntington Union Free School District,0,0,0,0,0,,
Pierrepont Elementary School,0,0,0,0,0,,
P.S. 194 - Countee Cullen,0,0,0,0,0,,
Pierrepont Elementary School,0,0,0,0,0,,
"High School for Mathmatics, Science and Engineering at the City College",0,0,0,0,0,,
Public School/Middle School 3,0,0,0,0,0,,
Greentrees Country Day School,0,0,0,0,0,,
Huntington Montessori School,0,0,0,0,0,,
Long Island School for the Gifted,0,0,0,0,0,,
Bronx Guild High School,0,0,0,0,0,,
Pierrepont Elementary School,0,0,0,0,0,,
Public School 29,0,0,0,0,0,,
Montclair Academy,0,0,0,0,0,,
Antonia Pantoja Preparatory Academy,0,0,0,0,0,,
Saint Peter and Saint Paul School,0,0,0,0,0,,
Public School 100,0,0,0,0,0,,
Public School 93,0,0,0,0,0,,
Eleanor Van Gelder Elementary School,0,0,0,0,0,,
Allergro Vocational School,0,0,0,0,0,,
Bronx Leadership Academy II High School,0,0,0,0,0,,
Carl C Icahn Charter School Bronx North,0,0,0,0,0,,
South Bronx Classical I,0,0,0,0,0,,
The Opportunity Pre-School,0,0,0,0,0,,
Kipp Academy Charter School,0,0,0,0,0,,
South Huntington Public Library,0,0,0,0,0,,
Our Lady of Mercy Academy,0,0,0,0,0,,
Hauppauge Union Free School District,0,0,0,0,0,,
Junior High School 151 Lou Gehrig,0,0,0,0,0,,
Hauppauge High School,0,0,0,0,0,,
Saint Andrew's Episcopal School,0,0,0,0,0,,
Harlem Academy,0,0,0,0,0,,
Bronx Global Learning Institute for Girls,0,0,0,0,0,,
Nokomis Elementary School,0,0,0,0,0,,
Junior High School 133,0,0,0,0,0,,
New Beginnings,0,0,0,0,0,,
Public School 359,0,0,0,0,0,,
Public School 72,0,0,0,0,0,,
Bronx Community High School,0,0,0,0,0,,
The Calais School,0,0,0,0,0,,
Public School 10,0,0,0,0,0,,
Intermediate School 131,0,0,0,0,0,,
Hauppauge Middle School,0,0,0,0,0,,
Our Lady of Lourdes School,0,0,0,0,0,,
Waverly Avenue Elementary School,0,0,0,0,0,,
Frederick Douglass Academy,0,0,0,0,0,,
PS 152 The Evergreen,0,0,0,0,0,,
Sylvan Elementary School,0,0,0,0,0,,
Public School 200,0,0,0,0,0,,
Saint Walburgas Academy,0,0,0,0,0,,
Yantacaw Elementary School,0,0,0,0,0,,
Demarest Elementary School,0,0,0,0,0,,
Bloomfield Middle School,0,0,0,0,0,,
Yantacaw Elementary School,0,0,0,0,0,,
Memorial Middle School,0,0,0,0,0,,
Bloomfield Middle School,0,0,0,0,0,,
New School for Arts and Sciences,0,0,0,0,0,,
Junior High School X123 James M Kiernan,0,0,0,0,0,,
Monsignor Scanlan High School,0,0,0,0,0,,
Little School,0,0,0,0,0,,
Number 6 Elementary School,0,0,0,0,0,,
Thurgood Marshall Academy Lower School,0,0,0,0,0,,
Public School 150,0,0,0,0,0,,
Kimberly School,0,0,0,0,0,,
Saint Joseph's School for the Deaf,0,0,0,0,0,,
Hamilton Heights School,0,0,0,0,0,,
Brookdale Avenue Elementary School,0,0,0,0,0,,
Urban Assembly School For Civic Engagement,0,0,0,0,0,,
Childs Memorial Academy,0,0,0,0,0,,
Walt Whitman High School,0,0,0,0,0,,
Lincoln Elementary School,0,0,0,0,0,,
Number 4 Elementary School,0,0,0,0,0,,
Eastport Elementary School,0,0,0,0,0,,
Intermediate School 192,0,0,0,0,0,,
Middle School X101 Edward R Byrne,0,0,0,0,0,,
School for Excellence High School,0,0,0,0,0,,
Bronx International High School,0,0,0,0,0,,
P.S/M.S 212,0,0,0,0,0,,
Saint Angela Merici School,0,0,0,0,0,,
Public School X010,0,0,0,0,0,,
Urban Institute of Mathematics,0,0,0,0,0,,
Northeast Academy,0,0,0,0,0,,
Wood Park Primary School,0,0,0,0,0,,
Junior High School 145,0,0,0,0,0,,
Watchung Elementary School,0,0,0,0,0,,
Spring Garden Elementary School,0,0,0,0,0,,
Public School 35,0,0,0,0,0,,
Glenwood Landing Elementary School,0,0,0,0,0,,
Public School 198,0,0,0,0,0,,
John Mandracchia-Sawmill Intermediate School,0,0,0,0,0,,
Forest Avenue Elementary School,0,0,0,0,0,,
Sagamore Middle School,0,0,0,0,0,,
Carrie P. Weber Middle School,0,0,0,0,0,,
Serenity Montessori School,0,0,0,0,0,,
Serenity Montessori Preschool,0,0,0,0,0,,
Epithany School,0,0,0,0,0,,
B.E.S.T. Learning Center,0,0,0,0,0,,
Number 8 Elementary School,0,0,0,0,0,,
Holy Family School,0,0,0,0,0,,
Syosset High School,10,10,0,0,2,65.254.5.68,fw.syosset.k12.ny.us
Public School 36X Unionport,0,0,0,0,0,,
South Bronx Classical III,0,0,0,0,0,,
Paul D. Schreiber High School,0,0,0,0,0,,
Bergen Boulevard School,0,0,0,0,0,,
Tuttle Avenue School,0,0,0,0,0,,
Mountview Road Elementary School,0,0,0,0,0,,
Public School 119,0,0,0,0,0,,
Public School 210 / Intermediate School 210,0,0,0,0,0,,
All Hallows School,0,0,0,0,0,,
Shaler Academy,0,0,0,0,0,,
Syosset Central Schools,0,0,0,0,0,,
Pines Elementary School,0,0,0,0,0,,
Edgemont Elementary School,0,0,0,0,0,,
Intermediate School 84,0,0,0,0,0,,
Edgemont Montessori School,0,0,0,0,0,,
Essex Fells Elementary School,0,0,0,0,0,,
Port Washington Children's Center,0,0,0,0,0,,
Lanning Avenue Elementary School,0,0,0,0,0,,
French American Academy - Morris Plains Campus,0,0,0,0,0,,
Our Lady of the Lake School,0,0,0,0,0,,
Fannie Lou Hamer Freedom High School,0,0,0,0,0,,
Ridgefield Memorial High School,0,0,0,0,0,,
Junior High School 136,0,0,0,0,0,,
Bee Meadow Elementary School,0,0,0,0,0,,
Public School 66 & Fannie Lou Hamer Middle School,0,0,0,0,0,,
Public School 28,0,0,0,0,0,,
Saint Thomas School,0,0,0,0,0,,
Public School 134,0,0,0,0,0,,
Bee Meadow Elementary School,0,0,0,0,0,,
Bronx Coalition Community High School,0,0,0,0,0,,
Monroe High School,0,0,0,0,0,,
M401 Hospital Schools,0,0,0,0,0,,
Monroe Academy for Visual Arts and Design,0,0,0,0,0,,
X550 High School of World Cultures,0,0,0,0,0,,
Public School 132,0,0,0,0,0,,
Bronx Little School,0,0,0,0,0,,
Henry P Becton Regional High School,0,0,0,0,0,,
Chippewa Elementary School,0,0,0,0,0,,
Saint Benedict School,0,0,0,0,0,,
South Bergen Hebrew Institute,0,0,0,0,0,,
Public School 53,0,0,0,0,0,,
Glen Head Elementary School,0,0,0,0,0,,
Brookdale Elementary School,0,0,0,0,0,,
Gatelot Avenue School (closed),0,0,0,0,0,,
Eastport South Manor Junior-Senior High School,0,0,0,0,0,,
Samoset Middle School,0,0,0,0,0,,
Henry B Whitehorne Middle School,0,0,0,0,0,,
Cleary School,0,0,0,0,0,,
Washington Elementary School,0,0,0,0,0,,
Intermediate School X219 New Venture School,0,0,0,0,0,,
Oakwood Primary Center,0,0,0,0,0,,
Community Park School,0,0,0,0,0,,
Berry Hill Elementary School,0,0,0,0,0,,
Public School 2,0,0,0,0,0,,
Silas Wood Sixth Grade Center,0,0,0,0,0,,
Lincoln School,0,0,0,0,0,,
Lynwood Avenue Elementary School,0,0,0,0,0,,
Saint Matthews School,0,0,0,0,0,,
Eagle Elementary School,0,0,0,0,0,,
Henry L Stimson Middle School,0,0,0,0,0,,
Saint Helena School,0,0,0,0,0,,
Lincoln School,0,0,0,0,0,,
Public School 4,0,0,0,0,0,,
Mountain Way Elementary School,0,0,0,0,0,,
Forest Brook Elementary School,0,0,0,0,0,,
Saint Joseph's Parochial School,0,0,0,0,0,,
Public School 110,0,0,0,0,0,,
Alfred S Faust School,0,0,0,0,0,,
Gloria Dei Nursery School,0,0,0,0,0,,
Public School 114,0,0,0,0,0,,
Morrisania Head Start Center Number 1,0,0,0,0,0,,
Former Site of Brookville School,0,0,0,0,0,,
Long Island High School for the Arts,0,0,0,0,0,,
North Shore Middle School,0,0,0,0,0,,
Slocum-Skewes Elementary School,0,0,0,0,0,,
Saint Peter of Alcantara School,0,0,0,0,0,,
Lincoln Elementary School,0,0,0,0,0,,
Union Elementary School,0,0,0,0,0,,
Sachem High School - North Campus,0,0,0,0,0,,
Wilson Elementary School,0,0,0,0,0,,
Roman Catholic School of Christ the King,0,0,0,0,0,,
Oak View Elementary School,0,0,0,0,0,,
Saint Rose of Lima School,0,0,0,0,0,,
Saint Anthony School,0,0,0,0,0,,
Mt. Pleasant Elementary School,0,0,0,0,0,,
Happy Montessori School of Port Washington,0,0,0,0,0,,
Palisades Park Junior/Senior High School,0,0,0,0,0,,
Saint Raymond High School for Boys,0,0,0,0,0,,
Santa Maria School,0,0,0,0,0,,
North Shore High School,0,0,0,0,0,,
Number 4 Elementary School,0,0,0,0,0,,
F. N. Brown School,0,0,0,0,0,,
F N Brown Elementary School,0,0,0,0,0,,
Public School 8,0,0,0,0,0,,
Intermediate School 167,0,0,0,0,0,,
Intermediate School 90,0,0,0,0,0,,
Dayton Avenue Elementary School,0,0,0,0,0,,
The Bronx School for Continuous Learners,0,0,0,0,0,,
Dreamyard Preparatory School,0,0,0,0,0,,
Bronx Collegiate Academy,0,0,0,0,0,,
Claremont International High School,0,0,0,0,0,,
New Directions Secondary School,0,0,0,0,0,,
William Howard Taft Educational Campus,0,0,0,0,0,,
South End Elementary School,0,0,0,0,0,,
Jefferson Elementary School,0,0,0,0,0,,
Tackan Elementary School,0,0,0,0,0,,
Jefferson Elementary School,0,0,0,0,0,,
Buzz Aldrin Middle School,0,0,0,0,0,,
Public School 6,0,0,0,0,0,,
Verona High School,0,0,0,0,0,,
Intermediate School X339,0,0,0,0,0,,
Harmony Heights School,0,0,0,0,0,,
Buzz Aldrin Middle School,0,0,0,0,0,,
Verona High School,0,0,0,0,0,,
Intermediate School X313 School of Leadership Development,0,0,0,0,0,,
Public School 128,0,0,0,0,0,,
Cayuga Elementary School,0,0,0,0,0,,
Saint Cassian School,0,0,0,0,0,,
New Beginnings of Smithtown daycare,0,0,0,0,0,,
George Washington School,0,0,0,0,0,,
Maplewood Intermediate School,0,0,0,0,0,,
School Number 3,0,0,0,0,0,,
Public School 171,0,0,0,0,0,,
Lacordaire Academy,0,0,0,0,0,,
The Children's Center at UCP of Long Island,0,0,0,0,0,,
James Caldwell High School,0,0,0,0,0,,
Public School 44,0,0,0,0,0,,
Grover Cleveland Middle School,0,0,0,0,0,,
Grover Cleveland Junior High School,0,0,0,0,0,,
Sachem High School - East Campus,0,0,0,0,0,,
East Quogue School,0,0,0,0,0,,
Saint Dominic Roman Catholic Parochial School,0,0,0,0,0,,
Carlstadt Public School,0,0,0,0,0,,
Public School X211,0,0,0,0,0,,
Great Hollow Middle School,0,0,0,0,0,,
Charles E. Walters Elementary School,0,0,0,0,0,,
Public School 67,0,0,0,0,0,,
Mister Robert L Craig Elementary School,0,0,0,0,0,,
Morrisania Early Childhood Center,0,0,0,0,0,,
John Philip Sousa Elementary School,0,0,0,0,0,,
Saint Catherine of Siena School,0,0,0,0,0,,
Holbrook Road Elementary School,0,0,0,0,0,,
Public School 210,0,0,0,0,0,,
East Quogue Elementary School,0,0,0,0,0,,
Our Lady of the Assumption School,0,0,0,0,0,,
Public School 71,0,0,0,0,0,,
Northeast School,0,0,0,0,0,,
Bronx Excellence 2 Elementary,0,0,0,0,0,,
Our Lady of Solace School,0,0,0,0,0,,
Public School 129,0,0,0,0,0,,
Saint Margarets School,0,0,0,0,0,,
Public School 92,0,0,0,0,0,,
Public School 58,0,0,0,0,0,,
Sea Cliff School,4,4,0,0,2,167.206.55.200,powerschool.northshore.k12.ny.us
McKenzie School,0,0,0,0,0,,
Memorial Elementary School,0,0,0,0,0,,
Lincoln Grade School,0,0,0,0,0,,
Wood-Ridge Intermediate School,0,0,0,0,0,,
Elwood Grade School (historical),0,0,0,0,0,,
Manorhaven Elementary School,0,0,0,0,0,,
Lincoln Grade School,0,0,0,0,0,,
Franklin School,0,0,0,0,0,,
Kerber’s Farm School,0,0,0,0,0,,
School Number 2,0,0,0,0,0,,
Grant Elementary School,0,0,0,0,0,,
James H. Boyd Intermediate School,0,0,0,0,0,,
Saint Hugh's Parochial School (historical),0,0,0,0,0,,
Burr Intermediate School,0,0,0,0,0,,
Bronx Excellence 5,0,0,0,0,0,,
Washington Elementary School,0,0,0,0,0,,
John J. Daly Elementary School,0,0,0,0,0,,
Wood-Ridge High School,0,0,0,0,0,,
Public School 28,0,0,0,0,0,,
Manor Plains High School,0,0,0,0,0,,
Saint Francis Xavier Parochial School,0,0,0,0,0,,
Lindbergh Elementary School,0,0,0,0,0,,
Windsor Elementary School,0,0,0,0,0,,
Jefferson Primary School,0,0,0,0,0,,
Memorial Elementary School,0,0,0,0,0,,
Lewis F Cole Middle School,0,0,0,0,0,,
Saint Theresa School,0,0,0,0,0,,
Number 1 Elementary School,0,0,0,0,0,,
Intermediate School X303 Leadership and Community Service,0,0,0,0,0,,
Fort Lee School #1,0,0,0,0,0,,
Junior High School 82,0,0,0,0,0,,
Smithtown Christian School,0,0,0,0,0,,
James H. Vernon School,0,0,0,0,0,,
Harrison School,0,0,0,0,0,,
Harrison School,0,0,0,0,0,,
Wenonah Elementary School,0,0,0,0,0,,
Public School 132,0,0,0,0,0,,
Troy Hills Elementary School,0,0,0,0,0,,
Winnicomac School,0,0,0,0,0,,
Head of the River School,0,0,0,0,0,,
Guggenheim Elementary School,0,0,0,0,0,,
Public School 306,0,0,0,0,0,,
Aquinas High School,0,0,0,0,0,,
Saint Clare School,0,0,0,0,0,,
Cedar Grove High School,0,0,0,0,0,,
Public School 186X,0,0,0,0,0,,
Public School 109,0,0,0,0,0,,
Middle School 331,0,0,0,0,0,,
Washington School,0,0,0,0,0,,
Yeshiva University High School,0,0,0,0,0,,
Public School 32,0,0,0,0,0,,
YBH Of Passaic,0,0,0,0,0,,
Catherine E Doyle Elementary School,0,0,0,0,0,,
Public School 105,0,0,0,0,0,,
Little Plains School,0,0,0,0,0,,
Intermediate School X229 Roland Patterson,0,0,0,0,0,,
Public School 189,0,0,0,0,0,,
Collegiate School,0,0,0,0,0,,
Washington Elementary School,0,0,0,0,0,,
Harley Avenue School,0,0,0,0,0,,
Smithtown Elementary School,0,0,0,0,0,,
Public School X230 Doctor Roland N Patterson,0,0,0,0,0,,
Public School 48,0,0,0,0,0,,
Thomas Jefferson School No. 1,0,0,0,0,0,,
Saint Elizabeth School,0,0,0,0,0,,
Thomas Jefferson Elementary School,0,0,0,0,0,,
Saint Patricks School,0,0,0,0,0,,
East Woods School,0,0,0,0,0,,
Cedar Grove Middle School,0,0,0,0,0,,
Smithtown Central School District,0,0,0,0,0,,
South Street School,0,0,0,0,0,,
Bradford Elementary School,0,0,0,0,0,,
Saint Mary's Star of the Sea School,0,0,0,0,0,,
Indian Hollow Primary School,0,0,0,0,0,,
West Side School,0,0,0,0,0,,
Jefferson School,0,0,0,0,0,,
Jack Abrams STEM Magnet School,0,0,0,0,0,,
Elwood-John H. Glenn High School,0,0,0,0,0,,
Public School 74,0,0,0,0,0,,
Grace Hoadley Dodge Vocational School,0,0,0,0,0,,
Saint Simons School,0,0,0,0,0,,
Bermingham School,0,0,0,0,0,,
Our Saviour Roman Catholic School,0,0,0,0,0,,
Media and Communications High School,0,0,0,0,0,,
Law and Public Service High School,0,0,0,0,0,,
Elwood Public Schools,0,0,0,0,0,,
Public School M187 Hudson Cliffs,0,0,0,0,0,,
Huntington High School,0,0,0,0,0,,
Brooklawn Middle School,0,0,0,0,0,,
Nesconset Elementary School (closed),0,0,0,0,0,,
George Washington High School,0,0,0,0,0,,
Icahn Charter Schools,0,0,0,0,0,,
Tiegerman Middle School,0,0,0,0,0,,
Beth Medrash Jeshurun,0,0,0,0,0,,
Elwood Middle School,0,0,0,0,0,,
Margaret A. Connolly Elementary School,0,0,0,0,0,,
Dogwood Elementary School,0,0,0,0,0,,
Public School 91,0,0,0,0,0,,
Outdoor Learning Lab,0,0,0,0,0,,
Success Academy,0,0,0,0,0,,
Success Academy,0,0,0,0,0,,
Cedar Road Alternative School,0,0,0,0,0,,
Fort Lee High School,0,0,0,0,0,,
Ridgefield Park Junior-Senior High School,0,0,0,0,0,,
Institute for Education of the Blind,0,0,0,0,0,,
Middle School 45,0,0,0,0,0,,
Carnegie Institute,0,0,0,0,0,,
Littleton Elementary School,0,0,0,0,0,,
Gould-Mountain Elementary School,0,0,0,0,0,,
Number 2 Elementary School,0,0,0,0,0,,
Passaic Arts & Science Charter School,0,0,0,0,0,,
Saint Catherine Academy,0,0,0,0,0,,
Bergen County Debate Club,0,0,0,0,0,,
IS 254,0,0,0,0,0,,
Public School 178,0,0,0,0,0,,
Belmont Preparatory High School,0,0,0,0,0,,
Lake Parsippany Elementary School,0,0,0,0,0,,
Knowledge And Power Preparatory International High School,0,0,0,0,0,,
Fordham High School of Arts,0,0,0,0,0,,
Theodore Roosevelt High School,0,0,0,0,0,,
Bronx High School of Law and Community Service,0,0,0,0,0,,
Middle School 206,0,0,0,0,0,,
Fordham Leadership Academy,0,0,0,0,0,,
School Number 4,0,0,0,0,0,,
Christopher Columbus High School,0,0,0,0,0,,
Washington Heights Academy,0,0,0,0,0,,
Global Enterprises High School,0,0,0,0,0,,
Commack High School,0,0,0,0,0,,
Public School 152,0,0,0,0,0,,
Good News New York Church,0,0,0,0,0,,
Bronx High School of Visual Art,0,0,0,0,0,,
Bergen County Technical Schols-Teterboro,0,0,0,0,0,,
Intermediate School 218,0,0,0,0,0,,
Anna C Scott Elementary School,0,0,0,0,0,,
Pelham Preparatory High School,0,0,0,0,0,,
Circle Hill School,0,0,0,0,0,,
Lincoln Elementary School,0,0,0,0,0,,
Number 13 Elementary School,0,0,0,0,0,,
Roosevelt Elementary School,0,0,0,0,0,,
William B. Cruise Veterans Memorial School No. 11,0,0,0,0,0,,
Accompsett Elementary School,0,0,0,0,0,,
Urban Assembly School For Wildlife Conservation,0,0,0,0,0,,
Saint Jude's School,0,0,0,0,0,,
Fort Lee Education Center,0,0,0,0,0,,
Parsippany Hills High School,0,0,0,0,0,,
Middle School 135,0,0,0,0,0,,
Eastlake Elementary School,0,0,0,0,0,,
Saint Lucy School,0,0,0,0,0,,
Jericho Elementary School,0,0,0,0,0,,
Saint Nicholas Roman Catholic School,0,0,0,0,0,,
Corpus Christi School,0,0,0,0,0,,
John F Kennedy Junior High School,0,0,0,0,0,,
Landing Elementary School,0,0,0,0,0,,
Smithtown High School West,2,2,0,0,2,206.226.143.3,mail.smithtown.k12.ny.us
North Ridge Primary School,0,0,0,0,0,,
Friends Academy,0,0,0,0,0,,
Middle School 144,0,0,0,0,0,,
Public School 160,0,0,0,0,0,,
Our Savior New American School,0,0,0,0,0,,
Longwood High School,0,0,0,0,0,,
Longwood Junior High School,0,0,0,0,0,,
Martin Luther King Junior School,0,0,0,0,0,,
Cold Spring Harbor Jr/Sr High School,0,0,0,0,0,,
Accompsett Middle School,0,0,0,0,0,,
Jackson Avenue Elementary School,0,0,0,0,0,,
Public School 54,0,0,0,0,0,,
Fort Lee School № 3,0,0,0,0,0,,
Eugene Auer Elementary School,0,0,0,0,0,,
Memorial Middle School,0,0,0,0,0,,
Unity Drive Pre-K Kindergarten Center,0,0,0,0,0,,
Pulaski Elementary School,0,0,0,0,0,,
Intermediate School 52,0,0,0,0,0,,
New Lane Elementary School,0,0,0,0,0,,
Thomas J. Lahey Elementary School,0,0,0,0,0,,
Felician School for Exceptional Children,0,0,0,0,0,,
Hilltop Elementary School,0,0,0,0,0,,
Public School/Intermediate School 176,0,0,0,0,0,,
Etta Gero Number 9 Elementary School,0,0,0,0,0,,
Saint Johns School,0,0,0,0,0,,
Felician University,0,0,0,0,0,,
Immaculate Conception High School,0,0,0,0,0,,
Number 5 Middle School,0,0,0,0,0,,
Public School 46,0,0,0,0,0,,
Public School 121,0,0,0,0,0,,
Hubbs Administrative Center,0,0,0,0,0,,
Saint Dominic's High School,0,0,0,0,0,,
James Madison School #10,0,0,0,0,0,,
Saint Joseph's School,0,0,0,0,0,,
School Number 1,0,0,0,0,0,,
Central Middle School,0,0,0,0,0,,
Lincoln Elementary School,0,0,0,0,0,,
Public School 98,0,0,0,0,0,,
Parsippany High School,0,0,0,0,0,,
Leonia Middle School,0,0,0,0,0,,
Mount Tabor Elementary School,0,0,0,0,0,,
Grant Elementary School,0,0,0,0,0,,
Oxhead Road Elementary School,0,0,0,0,0,,
School Number 15;School Grounds,0,0,0,0,0,,
Academy of Mount Saint Ursula,0,0,0,0,0,,
Grant School,0,0,0,0,0,,
Harborfields High School,0,0,0,0,0,,
Public School 76 The Bennington School,0,0,0,0,0,,
Saint Stephen's School,0,0,0,0,0,,
Good Shepherd School,0,0,0,0,0,,
Clifton High School,0,0,0,0,0,,
E Roy Bixby Elementary School,0,0,0,0,0,,
Hampton Bays Elementary School,0,0,0,0,0,,
Dayton Avenue Educational Campus,0,0,0,0,0,,
Discovery High School,0,0,0,0,0,,
Bicycle Path PreK/Kindergarten Center,0,0,0,0,0,,
Saint Patrick School,0,0,0,0,0,,
Public School 86,0,0,0,0,0,,
Oyster Bay High School,0,0,0,0,0,,
Hampton Bays Middle & Elementary School,0,0,0,0,0,,
Walton High School,0,0,0,0,0,,
Smithtown High School East,0,0,0,0,0,,
High School for Teaching and the Professions,0,0,0,0,0,,
Nathaniel Woodhull Intermediate School,0,0,0,0,0,,
Hampton Bays Middle School,0,0,0,0,0,,
Smithtown HighSchool East,0,0,0,0,0,,
Roosevelt Elementary School,0,0,0,0,0,,
Oldfield Middle School,0,0,0,0,0,,
Broadway School,0,0,0,0,0,,
Landing School,0,0,0,0,0,,
The Learning Center For Exceptional Children,0,0,0,0,0,,
K.A. Deasy Elementary School,0,0,0,0,0,,
Portledge School,0,0,0,0,0,,
Saint Nicholas School,0,0,0,0,0,,
Saint Nicholas Ukrainian Catholic Church and School,0,0,0,0,0,,
Leonia High School,0,0,0,0,0,,
Number 2 Elementary School,0,0,0,0,0,,
Number 2 Elementary School,0,0,0,0,0,,
Northvail Elementary School,0,0,0,0,0,,
Mark Twain School,0,0,0,0,0,,
Robert M. Finley Middle School,0,0,0,0,0,,
Woodmont Elementary School,0,0,0,0,0,,
Public School 8,0,0,0,0,0,,
Lincoln School,0,0,0,0,0,,
Public School 310,0,0,0,0,0,,
Newfield High School,0,0,0,0,0,,
Roosevelt Elementary School,0,0,0,0,0,,
North End Elementary School,0,0,0,0,0,,
Theodore Roosevelt Elementary School,0,0,0,0,0,,
Our Lady of the Angels School,0,0,0,0,0,,
Roosevelt Elementary School,0,0,0,0,0,,
Number 17 Elementary School,0,0,0,0,0,,
West Essex Junior High School,0,0,0,0,0,,
Saint Philip Neri School,0,0,0,0,0,,
Broadway School,0,0,0,0,0,,
Hampton Bays High School,0,0,0,0,0,,
Grandview Elementary School,0,0,0,0,0,,
Harry S. Truman High School,0,0,0,0,0,,
Saint Anthony of Padua School,0,0,0,0,0,,
Nesaquake Middle School,0,0,0,0,0,,
West Essex High School,0,0,0,0,0,,
The Teaching Studios of Art,0,0,0,0,0,,
Dawnwood Middle School,0,0,0,0,0,,
Public School 41,0,0,0,0,0,,
Woodrow Wilson Middle School,0,0,0,0,0,,
Thomas Jefferson Middle School,0,0,0,0,0,,
Community High School of Social Justice,0,0,0,0,0,,
Saints Philip and James School,0,0,0,0,0,,
Atmosphere Academy Public Charter Schools,0,0,0,0,0,,
Centereach High School,0,0,0,0,0,,
School Number 10,0,0,0,0,0,,
Bronx Excellence 4 Middle,0,0,0,0,0,,
Bronx Excellence 3 Middle,0,0,0,0,0,,
Bronx Aerospace High School,0,0,0,0,0,,
Saint Brendan's School,0,0,0,0,0,,
East Northport Middle School,0,0,0,0,0,,
PS 56,0,0,0,0,0,,
High School of Contemporary Arts,0,0,0,0,0,,
Lake Hiawatha School,0,0,0,0,0,,
Number 3 Elementary School,0,0,0,0,0,,
Wilson School Number 5,0,0,0,0,0,,
AirFleet Training Systems,0,0,0,0,0,,
Centereach High School & Dawnwood Middle School,0,0,0,0,0,,
Little Falls School No. 2,0,0,0,0,0,,
Mills Pond Elementary School,0,0,0,0,0,,
Saint Joseph's School,0,0,0,0,0,,
Upper School,0,0,0,0,0,,
Immaculate Conception Parochial School,0,0,0,0,0,,
