school_name,total_ips,high,medium,low,best_score,best_ip,best_hostname
Number 5 Elementary School,0,0,0,0,0,,
Leo F. Giblyn School,0,0,0,0,0,,
Yeshiva of South Shore School,0,0,0,0,0,,
Saint Josephs Parochial School,0,0,0,0,0,,
Public School 503: The School of Discovery,0,0,0,0,0,,
Public School 31,0,0,0,0,0,,
Public School 506: The School of Journalism & Technology,0,0,0,0,0,,
Ralph McKee High School,0,0,0,0,0,,
Oaks School #3,0,0,0,0,0,,
Florence A. Smith School Oceanside #2,0,0,0,0,0,,
Woodmere Middle School,0,0,0,0,0,,
Public School 94,0,0,0,0,0,,
Nazareth Regional High School,0,0,0,0,0,,
L'Academy Montessori School,0,0,0,0,0,,
Yeshiva Ohr Yosef,0,0,0,0,0,,
Art Lab,0,0,0,0,0,,
Oceanside School Number 6 (Early Childhood Center),0,0,0,0,0,,
Westfield High School,0,0,0,0,0,,
Mabel G. Holmes School No. 5 Annex Building,0,0,0,0,0,,
J. Christian Bollwage Finance Academy,0,0,0,0,0,,
Hewlett Elementary School,0,0,0,0,0,,
Curtis High School,0,0,0,0,0,,
P.S. 230 Doris L. Cohen,0,0,0,0,0,,
Woodhull School,0,0,0,0,0,,
Marion Street Elementary School,0,0,0,0,0,,
William F Halloran School Number 22,0,0,0,0,0,,
Public School 242,0,0,0,0,0,,
Public School 169,0,0,0,0,0,,
School Number 3,0,0,0,0,0,,
School Number 4,0,0,0,0,0,,
Hillside Avenue School,0,0,0,0,0,,
Lynbrook South Middle School,0,0,0,0,0,,
Mabel G. Holmes School No. 5,0,0,0,0,0,,
Yeshiva Ketana School of Long Island,0,0,0,0,0,,
East Rockaway Junior-Senior High School,0,0,0,0,0,,
Public School 346,0,0,0,0,0,,
Archer Street School,0,0,0,0,0,,
Doctor Charles C Polk School,0,0,0,0,0,,
Public School 59 - The Harborview School,0,0,0,0,0,,
It Takes A Village Academy,0,0,0,0,0,,
Kurt Hahn Expeditionary Learning School,0,0,0,0,0,,
PS 244,0,0,0,0,0,,
Brooklyn Prospect High School,0,0,0,0,0,,
PS 130 Upper School,0,0,0,0,0,,
Number 4 Elementary School,0,0,0,0,0,,
Public School 244,0,0,0,0,0,,
MS 389,0,0,0,0,0,,
Samuel J Tilden High School,0,0,0,0,0,,
PS53K,0,0,0,0,0,,
Public School 397B,0,0,0,0,0,,
Public School 246,0,0,0,0,0,,
Public School 399,0,0,0,0,0,,
St. Raymond's Parochial School,0,0,0,0,0,,
Washington Elementary School,0,0,0,0,0,,
McAuley School,0,0,0,0,0,,
Mount Saint Mary Academy High School,0,0,0,0,0,,
Public School 6,0,0,0,0,0,,
PS 130 Lower School,0,0,0,0,0,,
Public School 1,0,0,0,0,0,,
Centre Avenue Elementary School,0,0,0,0,0,,
Milburn School - Just Kids Early Childhood Learning Center,0,0,0,0,0,,
Penn School,0,0,0,0,0,,
"Science, Technology And Research High School",0,0,0,0,0,,
Erasmus Hall High School,0,0,0,0,0,,
Public School 249,0,0,0,0,0,,
Johnson Preparatory School,0,0,0,0,0,,
Ogden Elementary School,0,0,0,0,0,,
Holy Cross School,0,0,0,0,0,,
Saint Andrew's Catholic School,0,0,0,0,0,,
Little Pebbles Nursery School,0,0,0,0,0,,
Howard B Brunner Elementary School,0,0,0,0,0,,
Washington Elementary School,0,0,0,0,0,,
Thomas A Edison Career and Technical Academy,0,0,0,0,0,,
Henry E Harris Number 1 Elementary School,0,0,0,0,0,,
Sunset Park Avenues Elementary,0,0,0,0,0,,
Roosevelt Intermediate School,0,0,0,0,0,,
Public School 245,0,0,0,0,0,,
Northeastern Adventist Academy,0,0,0,0,0,,
Bayview Avenue School,0,0,0,0,0,,
John F. Kennedy High School,0,0,0,0,0,,
Saint Adalbert School,0,0,0,0,0,,
New Visions Museum School of  Discovery and Exploration,0,0,0,0,0,,
Purple Kale Kitchenworks,0,0,0,0,0,,
George Washington Elementary School,0,0,0,0,0,,
Mary J Donohoe Number 4 Elementary School,0,0,0,0,0,,
Sunset Park Prep,0,0,0,0,0,,
Christopher Academy School,0,0,0,0,0,,
Jardine Academy School - Cranford,0,0,0,0,0,,
Redeemer Lutheran School,0,0,0,0,0,,
Shore Road School,0,0,0,0,0,,
I.S. 136 Charles O. Dewey,0,0,0,0,0,,
Lincoln School,0,0,0,0,0,,
Norman J. Levy Lakeside School,0,0,0,0,0,,
Riverside Elementary School,0,0,0,0,0,,
Scotch Plains Baptist School,0,0,0,0,0,,
Saint Christophers School,0,0,0,0,0,,
Woodrow Wilson Elementary School,0,0,0,0,0,,
Word of Life Ministries Academy,0,0,0,0,0,,
Saint Patrick's High School,0,0,0,0,0,,
Flatbush Ascend Lower School,0,0,0,0,0,,
Saint Bartholomew Interparochial School,0,0,0,0,0,,
Christopher Columbus Elementary School,0,0,0,0,0,,
Bayberry Elementary School,0,0,0,0,0,,
Public School 195,0,0,0,0,0,,
Oceanside School #5,0,0,0,0,0,,
William L. Buck Elementary School,0,0,0,0,0,,
Saint Patrick's Grammar School,0,0,0,0,0,,
Public School 24,0,0,0,0,0,,
Public School 135 - Sheldon A. Brookner,0,0,0,0,0,,
Manadalay Elementary School,0,0,0,0,0,,
Westfield YMCA Childrens Center School,0,0,0,0,0,,
Westfield YMCA Childrens Center School,0,0,0,0,0,,
Brooklyn Prospect Sunset Yards Elementary School,0,0,0,0,0,,
Public School 958,0,0,0,0,0,,
Prospect School,0,0,0,0,0,,
Lynbrook High School,0,0,0,0,0,,
Presbyterian Kindergarten School,0,0,0,0,0,,
Valley Stream South High School,0,0,0,0,0,,
Saint Pauls Day School,0,0,0,0,0,,
Charles A. Reinhard Early Childhood Center,0,0,0,0,0,,
Transfiguration School,0,0,0,0,0,,
Westfield Day Care Center School,0,0,0,0,0,,
Public School 615,0,0,0,0,0,,
Westfield Board of Education,0,0,0,0,0,,
Reilly Middle School,0,0,0,0,0,,
Franklin Elementary School,0,0,0,0,0,,
Robert W. Carbonaro Elementary School,0,0,0,0,0,,
Little Fox Kitchen,0,0,0,0,0,,
Freeport High School,0,0,0,0,0,,
Hillcrest Academy North School,0,0,0,0,0,,
Sonia Sotomayor School No. 25,0,0,0,0,0,,
De La Salle School,0,0,0,0,0,,
Scotch Plains-Fanwood High School,0,0,0,0,0,,
Saint Annes School,0,0,0,0,0,,
Public School 306,0,0,0,0,0,,
John W. Dodd Middle School,0,0,0,0,0,,
Public School 235,0,0,0,0,0,,
SUNY-Downstate School of Public Health,0,0,0,0,0,,
Sunset Park High School,2,0,0,2,1,151.181.49.3,ns2.westminster-school.org
Birch School,0,0,0,0,0,,
Evergreen Elementary School,0,0,0,0,0,,
Saints Peter and Paul School,0,0,0,0,0,,
P.S. 181Q Brookfield,0,0,0,0,0,,
Public School K140,0,0,0,0,0,,
Saint Pius X School,0,0,0,0,0,,
Benjamin Franklin Elementary School,0,0,0,0,0,,
Public School 92,0,0,0,0,0,,
MS 442 School of Innovation,0,0,0,0,0,,
International Union of Operating Engineers - Local 15 Training,0,0,0,0,0,,
Middle School K002,0,0,0,0,0,,
Public School K141,0,0,0,0,0,,
Seaford Harbor Elementary School,0,0,0,0,0,,
Brooklyn Urban Garden Charter School,0,0,0,0,0,,
Holy Family Academy,0,0,0,0,0,,
Public School 154,0,0,0,0,0,,
Forest Road School,0,0,0,0,0,,
Grant School,0,0,0,0,0,,
Geraldine Nursery School,0,0,0,0,0,,
Spring Creek Community School,0,0,0,0,0,,
Battin Middle School,0,0,0,0,0,,
Peterstown Elementary School,0,0,0,0,0,,
St. Joseph the Carpenter School,0,0,0,0,0,,
Kamit Preparatory Institute,0,0,0,0,0,,
Public School 172,0,0,0,0,0,,
Middle School For Art and Philosophy,0,0,0,0,0,,
Children's World Montessori School,0,0,0,0,0,,
New Jerusalem Christian Academy,0,0,0,0,0,,
Franklin Elementary School,0,0,0,0,0,,
Uncommon Kings Middle School,0,0,0,0,0,,
Intermediate School 252,0,0,0,0,0,,
Public School 207,0,0,0,0,0,,
JVJ Stem Academy School No. 92,0,0,0,0,0,,
Mesilas Bais Yaakov,0,0,0,0,0,,
Saint Mary of the Assumption High School,0,0,0,0,0,,
Moe Finkelstein Athletic Complex,0,0,0,0,0,,
Brooklyn Avenue School,0,0,0,0,0,,
Public School 273,0,0,0,0,0,,
Harrison Elementary School,0,0,0,0,0,,
Middle School Of Marketing And Legal Studies,0,0,0,0,0,,
P.S. 397 Foster-Laurie,0,0,0,0,0,,
John Marshall School No. 20,0,0,0,0,0,,
Intermediate School 232,0,0,0,0,0,,
Our Lady of Peace School,0,0,0,0,0,,
Freeport Christian Academy,0,0,0,0,0,,
High School for Public Service,0,0,0,0,0,,
Arts And Media Preparatory Academy,0,0,0,0,0,,
East Flatbush Community Research School,0,0,0,0,0,,
Kennedy-King Elementary,0,0,0,0,0,,
John Hus Moravian School,0,0,0,0,0,,
Elizabeth High School,0,0,0,0,0,,
Saint Joseph the Worker Catholic Academy,0,0,0,0,0,,
Public School 36,0,0,0,0,0,,
Public School 183,0,0,0,0,0,,
Darchai Menachem,0,0,0,0,0,,
Riverdale Avenue Community School,0,0,0,0,0,,
Van Siclen Community Middle School,0,0,0,0,0,,
P36K @ P.S. 213,0,0,0,0,0,,
Saint Agnes Cathedral Elementary School,0,0,0,0,0,,
PS/IS 41 Francis White,0,0,0,0,0,,
Lynbrook North Middle School,0,0,0,0,0,,
Public School 146,0,0,0,0,0,,
Public School 213,0,0,0,0,0,,
Public School 184,0,0,0,0,0,,
Middle School 88,0,0,0,0,0,,
Public School 36,0,0,0,0,0,,
Public School 146,0,0,0,0,0,,
P53K,0,0,0,0,0,,
School Number 7,0,0,0,0,0,,
Public School 10,0,0,0,0,0,,
PS 295,0,0,0,0,0,,
Washington Elementary School,0,0,0,0,0,,
MS 443,0,0,0,0,0,,
East New York Family Academy,0,0,0,0,0,,
Bender Memorial Academy,0,0,0,0,0,,
Our Lady of Grace School,0,0,0,0,0,,
Cure of Ars School,0,0,0,0,0,,
Enya Community School,0,0,0,0,0,,
Public School 52,0,0,0,0,0,,
Saint Francis of Assisi Elementary School,0,0,0,0,0,,
Holy Name of Mary School,0,0,0,0,0,,
New Heights Middle School MS 722,0,0,0,0,0,,
Wilson Elementary School,0,0,0,0,0,,
Achievement First Crown Heights,0,0,0,0,0,,
South Side Middle School,0,0,0,0,0,,
Al-Noor School,0,0,0,0,0,,
Thomas Jefferson Arts Academy,0,0,0,0,0,,
Workshop Middle School,0,0,0,0,0,,
Birch Lane Elementary School,0,0,0,0,0,,
Rosalee Young Childhood Center,0,0,0,0,0,,
Franklin Avenue Elementary School,0,0,0,0,0,,
Hellenic Classical Charter School,0,0,0,0,0,,
Public School 107 John W. Kimball,0,0,0,0,0,,
Soterios Ellenas Parochial School,0,0,0,0,0,,
West End Elementary School,0,0,0,0,0,,
Our Lady of Mount Carmel School,0,0,0,0,0,,
Morris School,0,0,0,0,0,,
Columbus Avenue School,0,0,0,0,0,,
Frank J. Cicarell Academy,0,0,0,0,0,,
Plaza Elementary School,0,0,0,0,0,,
Growing Life Christian Academy,0,0,0,0,0,,
Public School 398 Walter Weaver,0,0,0,0,0,,
Public School 13,0,0,0,0,0,,
Bloomingdale Avenue Elementary School,0,0,0,0,0,,
Nicholas Oresko School No. 14,0,0,0,0,0,,
Intermediate School 231,0,0,0,0,0,,
Grace Lutheran School,0,0,0,0,0,,
Exceed Upper School,0,0,0,0,0,,
Grace Day School,0,0,0,0,0,,
Public School K224 Hale A Woodruff,0,0,0,0,0,,
Ernest J Finizio-Aldene Elementary School,0,0,0,0,0,,
Winfield Scott Elementary School,0,0,0,0,0,,
K352 Ebbets Field Middle School,0,0,0,0,0,,
Public School K375 Jackie Robinson,0,0,0,0,0,,
Davison Avenue Intermediate School,0,0,0,0,0,,
Public School 251,0,0,0,0,0,,
Brooklyn Gardens Elementary School,0,0,0,0,0,,
Intermediate School 392,0,0,0,0,0,,
Public School 232,0,0,0,0,0,,
Public School 156,0,0,0,0,0,,
P.S. 124 Osmond A. Church,0,0,0,0,0,,
Floyd B. Watson Elementary School,0,0,0,0,0,,
Caroline G. Atkinson School,0,0,0,0,0,,
Public School 202,0,0,0,0,0,,
Saint Rose of Lima School,0,0,0,0,0,,
Winthrop Avenue School,0,0,0,0,0,,
Saint Elizabeth Ann Seton Regional School,0,0,0,0,0,,
Teachers Preparatory School,0,0,0,0,0,,
Teachers Preparatory Secondary School,0,0,0,0,0,,
Roselle Park High School,0,0,0,0,0,,
Machon Chana,0,0,0,0,0,,
Sherman Elementary School,0,0,0,0,0,,
Sherman Elementry School,0,0,0,0,0,,
Phillip G Vroom Number 2 Elementary School,0,0,0,0,0,,
Saint Saviour Elementary School,0,0,0,0,0,,
Saint Saviour High School,0,0,0,0,0,,
Saint Christophers School,0,0,0,0,0,,
Lincoln Number 5 Elementary School,0,0,0,0,0,,
Kinderhaus,0,0,0,0,0,,
Maplewood School,0,0,0,0,0,,
Midtown Community Elementary School,0,0,0,0,0,,
Roland A. Chatterton Elementary School,0,0,0,0,0,,
South Side High School,0,0,0,0,0,,
St. Mark's Day School,0,0,0,0,0,,
PS 124 Silas B. Dutcher,0,0,0,0,0,,
Sunrise Park School,0,0,0,0,0,,
Public School 328,0,0,0,0,0,,
PS 377 STAR Leadership Academy,0,0,0,0,0,,
Twin Oaks Country Day School,0,0,0,0,0,,
Baldwin High School,0,0,0,0,0,,
Public School 327,0,0,0,0,0,,
Hamilton Middle School,0,0,0,0,0,,
Mountain Park Elementary School,0,0,0,0,0,,
PS 149 Annex,0,0,0,0,0,,
Clear Stream Avenue School,0,0,0,0,0,,
Christopher Elementary School,0,0,0,0,0,,
Public School 39,0,0,0,0,0,,
Full Gospel Christian Academy,0,0,0,0,0,,
David Grayson Christian Academy,0,0,0,0,0,,
Brownsville Ascend Lower School,0,0,0,0,0,,
Saint Clares School,0,0,0,0,0,,
Brookside School,0,0,0,0,0,,
Springfield Gardens High School,0,0,0,0,0,,
Clara Barton High School,0,0,0,0,0,,
Saint Henrys School,0,0,0,0,0,,
Mount Moriah Christian Academy,0,0,0,0,0,,
Robert F Kennedy Incentive Program,0,0,0,0,0,,
Millenium Brooklyn High School,0,0,0,0,0,,
Massapequa High School - Main Campus,0,0,0,0,0,,
Elmora Elementary School,0,0,0,0,0,,
Brooklyn East Alternative Learning Center,0,0,0,0,0,,
Secondary School for Law,0,0,0,0,0,,
Fairfield Elementary School,0,0,0,0,0,,
Secondary School for Journalism,0,0,0,0,0,,
Poly Prep Lower School,0,0,0,0,0,,
Park Slope Collegiate,0,0,0,0,0,,
Junior High School 64,0,0,0,0,0,,
New Bridges Elementary,0,0,0,0,0,,
Howard T. Herber Middle School,0,0,0,0,0,,
Francis F. Wilson Elementary School,0,0,0,0,0,,
Early Childhood Center Hamilton Terrace School,0,0,0,0,0,,
Arista Preparatory School,0,0,0,0,0,,
Yeshivas Oholei Torah,0,0,0,0,0,,
Grand Avenue Middle School,0,0,0,0,0,,
Saint Geneview School,0,0,0,0,0,,
Deauville Gardens Elementary School,0,0,0,0,0,,
Malverne High School,4,4,0,0,3,170.24.138.5,archiver.archiver.malverne.k12.ny.us
name=Amityville High School,0,0,0,0,0,,
Our World Neighborhood Charter School 2,0,0,0,0,0,,
Valley Stream Central High School,0,0,0,0,0,,
P.S. 118 The Maurice Sendak Community School,0,0,0,0,0,,
Public School 38,0,0,0,0,0,,
UFT Elementary Charter School,0,0,0,0,0,,
Merrick Avenue Middle School,0,0,0,0,0,,
Saint Gregorys School,0,0,0,0,0,,
Amityville Memorial High School,0,0,0,0,0,,
P.S. 191 Paul Robeson,0,0,0,0,0,,
P.S. 321 Upper School,0,0,0,0,0,,
Intermediate School 292,0,0,0,0,0,,
P.S. 045 Clarence Witherspoon,0,0,0,0,0,,
Bayonne High School,0,0,0,0,0,,
Beechwood School,0,0,0,0,0,,
Middle School 51,0,0,0,0,0,,
Gillette Elementary School,0,0,0,0,0,,
Public School 390,0,0,0,0,0,,
Shaw Avenue School,0,0,0,0,0,,
Uncommon Brownsville North Elementary School,0,0,0,0,0,,
Mountainside School,0,0,0,0,0,,
Immaculate Conception School,0,0,0,0,0,,
Walter F Robinson Elementary School,0,0,0,0,0,,
Global School Brooklyn,0,0,0,0,0,,
Hebron Seventh Day Adventist Elementary School,0,0,0,0,0,,
United Hebrew School,0,0,0,0,0,,
Victor Mravlag Elementary School,0,0,0,0,0,,
Northeastern Adventist Academy Queens Campus,0,0,0,0,0,,
BASIS Independent Brooklyn,0,0,0,0,0,,
Public School 80,0,0,0,0,0,,
Marquis de Lafayette Elementary School,0,0,0,0,0,,
Blessed Sacrament School,0,0,0,0,0,,
Our Lady of Lourdes School,0,0,0,0,0,,
Unqua Elementary School,0,0,0,0,0,,
Harding Avenue Elementary School,0,0,0,0,0,,
Martin Avenue Elementary School,0,0,0,0,0,,
Wheeler Avenue School,0,0,0,0,0,,
August Martin High School,0,0,0,0,0,,
George V. Brower Public School 289,0,0,0,0,0,,
Omega Psi Phi Fraternity School,0,0,0,0,0,,
Al-Madinah School,0,0,0,0,0,,
Jennie E. Hewitt Elementary School,0,0,0,0,0,,
Roosevelt Children's Academy Charter School,0,0,0,0,0,,
P.S. 321 Lower School,0,0,0,0,0,,
Ulysses Byas Elementary School,0,0,0,0,0,,
The Lindenhurst Academy at the E.W. Bower Building,0,0,0,0,0,,
M.S. 353 Elijah Stroud,0,0,0,0,0,,
Sanford H. Calhoun High School,0,0,0,0,0,,
Alfred G. Berner Middle School,0,0,0,0,0,,
Memorial Junior High School,0,0,0,0,0,,
Bundle of Joy Kindergarten,0,0,0,0,0,,
Middle School 226,0,0,0,0,0,,
The Gordon Parks School,0,0,0,0,0,,
Berkeley Carroll School,0,0,0,0,0,,
John E. Dwyer Technology Academy Annex,0,0,0,0,0,,
Public School 96,0,0,0,0,0,,
Merrick Academy,0,0,0,0,0,,
Saint Vincent de Paul School,0,0,0,0,0,,
Washington Avenue Elementary School,0,0,0,0,0,,
Young World Montessori School,0,0,0,0,0,,
Launch Expeditionary Learning Charter School,0,0,0,0,0,,
PS 114,0,0,0,0,0,,
P.S. 243K The Weeksville School,0,0,0,0,0,,
P.S. 159 Isaac Pitkin,0,0,0,0,0,,
PS 372 The Chlidren's School,0,0,0,0,0,,
Baldwin High School @ Shubert,0,0,0,0,0,,
Cynthia Jenkins School (Q037),0,0,0,0,0,,
Harding Elementary School,0,0,0,0,0,,
North Star Academy M.S. 340,0,0,0,0,0,,
Horace Mann Number 6 Elementary School,0,0,0,0,0,,
Wellington C. Mepham High School,0,0,0,0,0,,
Park Avenue Memorial Elementary School,0,0,0,0,0,,
Martin De Porres School,0,0,0,0,0,,
Maurice W. Downing Elementary School,0,0,0,0,0,,
International School of Brooklyn,0,0,0,0,0,,
Public School 282,0,0,0,0,0,,
Intermediate School 302,0,0,0,0,0,,
Centennial Avenue Elementary School,0,0,0,0,0,,
Exceed Lower School,0,0,0,0,0,,
Brooklyn Arts & Science Elementary School,0,0,0,0,0,,
City Life Academy,0,0,0,0,0,,
Central Middle School,0,0,0,0,0,,
Thomas P Hughes Elementary School,0,0,0,0,0,,
Vista Academy,0,0,0,0,0,,
Public School 15 Patrick F. Daly,0,0,0,0,0,,
Central Middle School,0,0,0,0,0,,
Uncommon Charter High School,0,0,0,0,0,,
Summit Academy Charter School,0,0,0,0,0,,
Red Hook Neighborhood School,0,0,0,0,0,,
Public School/Intermediate School 155 Nicholas Herkimer,0,0,0,0,0,,
Lenox School,0,0,0,0,0,,
South Brooklyn Community High School,0,0,0,0,0,,
Camp Avenue Elementary School,0,0,0,0,0,,
Saint Rita School,0,0,0,0,0,,
Saint Martin of Tours School,0,0,0,0,0,,
MS 137 - America's School of Heroes,0,0,0,0,0,,
Public School 30,0,0,0,0,0,,
PS 290 Juan Morel Campos,0,0,0,0,0,,
Luria Academy of Brooklyn,0,0,0,0,0,,
The ARC Kohler School,0,0,0,0,0,,
Great Neck Road Elementary School,0,0,0,0,0,,
Boys and Girls High School,0,0,0,0,0,,
Gotham Professional Arts Academy,0,0,0,0,0,,
PS 9 Sarah Smith Garnet School,0,0,0,0,0,,
Acorn Community High School,0,0,0,0,0,,
P.S. K077,0,0,0,0,0,,
Park Place Community Middle School,0,0,0,0,0,,
Public School 123,0,0,0,0,0,,
Public School 93 William H. Prescott,0,0,0,0,0,,
Susan E. Wiley Elementary School,0,0,0,0,0,,
Wantagh School,0,0,0,0,0,,
Our Lady of Perpetual Help School,0,0,0,0,0,,
Public School 108,0,0,0,0,0,,
Public School 155,0,0,0,0,0,,
EPIC Academy,0,0,0,0,0,,
Blessed Sacrament Roman Catholic School,0,0,0,0,0,,
Public School 108,0,0,0,0,0,,
Public School K146 Brooklyn New School,0,0,0,0,0,,
West Gates Avenue Elementary School,0,0,0,0,0,,
Hannah Senesh Community Day School,0,0,0,0,0,,
Public School 100,0,0,0,0,0,,
P.S. 133 William A. Butler,0,0,0,0,0,,
Park Slope Christian Academy,0,0,0,0,0,,
Madison-Monroe Elementary School,0,0,0,0,0,,
Public School 40 George W. Carver,0,0,0,0,0,,
Washington Rose Elementary School,0,0,0,0,0,,
PS 32,0,0,0,0,0,,
P.S. 58 The Carroll School,0,0,0,0,0,,
Public School 21,0,0,0,0,0,,
James A. Dever Elementary School,0,0,0,0,0,,
Brooklyn Landmark Elementary School,0,0,0,0,0,,
Park Avenue Elementary School,0,0,0,0,0,,
Crossroads School,0,0,0,0,0,,
Howell Road Elementary School,0,0,0,0,0,,
M.S. 935,0,0,0,0,0,,
Public School 108,0,0,0,0,0,,
Deerfield Elementary School,0,0,0,0,0,,
P.S. 938,0,0,0,0,0,,
Clinton Hill Middle School,0,0,0,0,0,,
Brooklyn Adult Learning Center,0,0,0,0,0,,
Bethel Seventh Day Adventist School,0,0,0,0,0,,
Washington Elementary School,0,0,0,0,0,,
Design Works High School,0,0,0,0,0,,
Bridges MS915,0,0,0,0,0,,
Mary McDowell Friends Middle School,0,0,0,0,0,,
Newbridge Road Elementary School,0,0,0,0,0,,
Intermediate School 59,0,0,0,0,0,,
Public School 64,0,0,0,0,0,,
Public School 137,0,0,0,0,0,,
Bruriah School for Girls,0,0,0,0,0,,
Public School 110,0,0,0,0,0,,
Achievement First Endeavor Elementary,0,0,0,0,0,,
The Co-op School,0,0,0,0,0,,
Brooklyn School for Career Development,0,0,0,0,0,,
The Brooklyn Waldorf School,0,0,0,0,0,,
William S. Covert Elementary School,0,0,0,0,0,,
New Dawn Charter High School,0,0,0,0,0,,
Alden Terrace School,0,0,0,0,0,,
Public School 65K,0,0,0,0,0,,
Saint Teresa of Avila School,0,0,0,0,0,,
PS 316,0,0,0,0,0,,
Brooklyn Technical High School Athletic Field,0,0,0,0,0,,
Benedictine Academy,0,0,0,0,0,,
Brooklyn High School of the Arts,0,0,0,0,0,,
MS 447,0,0,0,0,0,,
Forest Lake School,0,0,0,0,0,,
Clara Muhammad School of Masjid Khal,0,0,0,0,0,,
Washington Number 9 Elementary School,0,0,0,0,0,,
Lindenhurst Middle School,0,0,0,0,0,,
Public School 56,0,0,0,0,0,,
Middle School 210,0,0,0,0,0,,
Masjid Al-Farooq Al-Aqusa Islamic School,0,0,0,0,0,,
K553 Brooklyn Academy High School,0,0,0,0,0,,
Middle School 210,0,0,0,0,0,,
Seaford Manor School,0,0,0,0,0,,
Boys High School,0,0,0,0,0,,
Junior High School 6,0,0,0,0,0,,
Public School 38,0,0,0,0,0,,
Willow Road School,0,0,0,0,0,,
Seaford Public Schools,0,0,0,0,0,,
Grand Avenue Elementary School,0,0,0,0,0,,
Success Academy Cobble Hill,0,0,0,0,0,,
PS 176,0,0,0,0,0,,
Seaford Middle School,0,0,0,0,0,,
Boerum Hill School For International Studies,0,0,0,0,0,,
Public School 58,0,0,0,0,0,,
Public School 58,0,0,0,0,0,,
Public School 5 Dr. Ronald McNair,0,0,0,0,0,,
Digital Arts & Cinema Technology High School,0,0,0,0,0,,
Cornwell Avenue Elementary School,0,0,0,0,0,,
Our Lady of Perpetual Help School,0,0,0,0,0,,
P368K Star Academy,0,0,0,0,0,,
Saint Elizabeths School,0,0,0,0,0,,
Raymond J. Lockhart Elementary School,0,0,0,0,0,,
Wayside Elementary School,0,0,0,0,0,,
Public School 11,0,0,0,0,0,,
Saint Mary Gate of Heaven School,0,0,0,0,0,,
Massapequa High School - Ames Campus,0,0,0,0,0,,
Alleghany Avenue Elementary School,0,0,0,0,0,,
Hamza School,0,0,0,0,0,,
Public School 171,0,0,0,0,0,,
Public School 113,0,0,0,0,0,,
Public School 15,0,0,0,0,0,,
Khalil Gibran International Academy,0,0,0,0,0,,
Saint Marys School,0,0,0,0,0,,
Old Mill Road Elementary School,0,0,0,0,0,,
East Lake Elementary School,0,0,0,0,0,,
Public School 45,0,0,0,0,0,,
Brooklyn Independent Middle School,0,0,0,0,0,,
Hanson Place Seventh-Day Adventist Elementary School,0,0,0,0,0,,
Saint Catherines School,0,0,0,0,0,,
Junior High School 29,0,0,0,0,0,,
The Marxist Education Project,0,0,0,0,0,,
Albany Avenue Elementary School,0,0,0,0,0,,
Roosevelt Middle School,0,0,0,0,0,,
Bishop Loughlin Memorial High School,0,0,0,0,0,,
Valley Stream North High School,0,0,0,0,0,,
Public School 261,0,0,0,0,0,,
Gersch Academy,0,0,0,0,0,,
Mary McDowell Friends Lower School,0,0,0,0,0,,
P.S. 369 Coy L. Cox School,0,0,0,0,0,,
PS140Q The Magnet School of Science Technology and the Arts Edward K Ellington,0,0,0,0,0,,
School Street School,0,0,0,0,0,,
Nassau County Police Academy,0,0,0,0,0,,
Brooklyn Heights Montessori School,0,0,0,0,0,,
William Woodruff Elementary School,0,0,0,0,0,,
The Winchendon School,0,0,0,0,0,,
Public School 129,0,0,0,0,0,,
Roosevelt High School,0,0,0,0,0,,
Brooklyn High School for Law and Technology,0,0,0,0,0,,
Sacred Heart School,0,0,0,0,0,,
Livingston Elementary School,0,0,0,0,0,,
Woodrow Wilson Number 10 Elementary School,0,0,0,0,0,,
